success,total_return,path_length,collision,repeated_failure_rate,optimality_gap,inference_time_per_action,Algorithm,Map,Seed
1,0.96,5,0,0.0,0.0,0.0019149247993482277,Failure-Memory Baseline,easy,1
1,0.92,9,0,0.0,4.0,0.0019123425574636916,Dead-End Memory,easy,1
1,0.88,13,0,0.0,8.0,0.0019180288498039143,Dead-End Memory,easy,1
1,0.94,7,0,0.0,2.0,0.0019268097114815777,Dead-End Memory,easy,1
1,0.94,7,0,0.0,2.0,0.001925571430807135,Dead-End Memory,easy,1
1,0.92,9,0,0.0,4.0,0.0019110646680928767,Dead-End Memory,easy,1
1,0.94,7,0,0.0,2.0,0.0019220475681192642,Dead-End Memory,easy,1
1,0.96,5,0,0.0,0.0,0.0019513164006639272,Dead-End Memory,easy,1
1,0.92,9,0,0.0,4.0,0.0022311388893285766,Dead-End Memory,easy,1
1,0.9,11,0,0.0,6.0,0.0024608637296213683,Dead-End Memory,easy,1
1,0.96,5,0,0.0,0.0,0.002145349999773316,Dead-End Memory,easy,1
1,0.96,5,0,0.0,0.0,0.004078216396737844,Diverse Candidates,easy,1
1,0.94,7,0,0.0,2.0,0.004100684425793588,Diverse Candidates,easy,1
1,0.96,5,0,0.0,0.0,0.0039002830017125234,Diverse Candidates,easy,1
1,0.96,5,0,0.0,0.0,0.003943591998540797,Diverse Candidates,easy,1
1,0.96,5,0,0.0,0.0,0.003934708394808695,Diverse Candidates,easy,1
1,0.96,5,0,0.0,0.0,0.003915858396794647,Diverse Candidates,easy,1
1,0.94,7,0,0.0,2.0,0.004058690429831456,Diverse Candidates,easy,1
1,0.94,7,0,0.0,2.0,0.004054261997225694,Diverse Candidates,easy,1
1,0.94,7,0,0.0,2.0,0.004052851430190328,Diverse Candidates,easy,1
1,0.96,5,0,0.0,0.0,0.0038928670022869484,Diverse Candidates,easy,1
1,0.92,9,0,0.0,4.0,0.0019259769986901018,Adaptive Failure,easy,1
1,0.88,13,0,0.0,8.0,0.001907371922593134,Adaptive Failure,easy,1
1,0.94,7,0,0.0,2.0,0.002046916858359639,Adaptive Failure,easy,1
1,0.94,7,0,0.0,2.0,0.001930130857674937,Adaptive Failure,easy,1
1,0.92,9,0,0.0,4.0,0.0018985694429526727,Adaptive Failure,easy,1
1,0.94,7,0,0.0,2.0,0.0018972678559033998,Adaptive Failure,easy,1
1,0.96,5,0,0.0,0.0,0.0018926334043499083,Adaptive Failure,easy,1
1,0.92,9,0,0.0,4.0,0.0019047223322559148,Adaptive Failure,easy,1
1,0.9,11,0,0.0,6.0,0.0018985909118782729,Adaptive Failure,easy,1
1,0.96,5,0,0.0,0.0,0.0018714168050792067,Adaptive Failure,easy,1
1,0.96,5,0,0.0,0.0,0.003998499998124317,Combined Exploration,easy,1
1,0.94,7,0,0.0,2.0,0.003893321567115241,Combined Exploration,easy,1
1,0.96,5,0,0.0,0.0,0.0038983499980531633,Combined Exploration,easy,1
1,0.96,5,0,0.0,0.0,0.003943800003617071,Combined Exploration,easy,1
1,0.94,7,0,0.0,2.0,0.004016333567311189,Combined Exploration,easy,1
1,0.96,5,0,0.0,0.0,0.003934966801898554,Combined Exploration,easy,1
1,0.94,7,0,0.0,2.0,0.004074589284885276,Combined Exploration,easy,1
1,0.94,7,0,0.0,2.0,0.004086190566470448,Combined Exploration,easy,1
1,0.94,7,0,0.0,2.0,0.004064351145643741,Combined Exploration,easy,1
1,0.96,5,0,0.0,0.0,0.004114391800248996,Combined Exploration,easy,1
0,-1.02,3,1,0.0,,0.0019343613287977253,Failure-Memory Baseline,obstacle,1
0,-1.01,2,1,1.0,,0.0019957705080742016,Failure-Memory Baseline,obstacle,1
0,-1.01,2,1,0.3333333333333333,,0.002099000004818663,Failure-Memory Baseline,obstacle,1
1,0.92,9,0,0.3,0.0,0.0019693611102411523,Failure-Memory Baseline,obstacle,1
0,-1.05,6,1,0.7142857142857143,,0.0019115970062557608,Failure-Memory Baseline,obstacle,1
1,0.92,9,0,0.4,0.0,0.0019193471105407095,Failure-Memory Baseline,obstacle,1
1,0.92,9,0,0.4,0.0,0.0019384582232709767,Failure-Memory Baseline,obstacle,1
1,0.9,11,0,0.4166666666666667,2.0,0.0019453369988530706,Failure-Memory Baseline,obstacle,1
0,-1.02,3,1,1.0,,0.001953777663099269,Failure-Memory Baseline,obstacle,1
0,-1.02,3,1,0.5,,0.0019392776642537986,Failure-Memory Baseline,obstacle,1
0,-1.02,3,1,0.0,,0.001881639002628314,Dead-End Memory,obstacle,1
0,-1.01,2,1,1.0,,0.0019511044956743717,Dead-End Memory,obstacle,1
0,-1.01,2,1,0.3333333333333333,,0.0019945209933212027,Dead-End Memory,obstacle,1
1,0.92,9,0,0.3,0.0,0.0019338378883225636,Dead-End Memory,obstacle,1
0,-1.05,6,1,0.7142857142857143,,0.0019164723344147205,Dead-End Memory,obstacle,1
1,0.92,9,0,0.4,0.0,0.0020986991100168475,Dead-End Memory,obstacle,1
1,0.92,9,0,0.4,0.0,0.0019359167765489677,Dead-End Memory,obstacle,1
1,0.92,9,0,0.4,0.0,0.001935439889267501,Dead-End Memory,obstacle,1
0,-1.02,3,1,1.0,,0.001905152671194325,Dead-End Memory,obstacle,1
0,-1.02,3,1,0.5,,0.0019203610039160897,Dead-End Memory,obstacle,1
1,0.88,13,0,0.0,4.0,0.003879269150694689,Diverse Candidates,obstacle,1
1,0.9,11,0,0.0,2.0,0.003784927911262705,Diverse Candidates,obstacle,1
1,0.92,9,0,0.0,0.0,0.003812615665891725,Diverse Candidates,obstacle,1
