success,total_return,path_length,collision,repeated_failure_rate,optimality_gap,inference_time_per_action,K,lambda_D,Map,Seed
0,-1.03,4,1,0.0,,0.0016766565004218137,40,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.0016851042528287508,40,0.1,deceptive,1
0,-1.05,6,1,0.0,,0.0016671871659733977,40,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.0016697190003469586,40,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.0016664997510815738,40,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.0016777604996605078,40,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.0016843854973558336,40,0.1,deceptive,1
1,0.89,12,0,0.0,4.0,0.0010981422498540876,5,0.1,random_small,1
0,-1.0,1,1,0.0,,0.0011029169982066378,5,0.1,random_small,1
0,-1.02,3,1,0.0,,0.0010974446680241574,5,0.1,random_small,1
1,0.91,10,0,0.0,2.0,0.001100120799674187,5,0.1,random_small,1
0,-1.04,5,1,0.0,,0.0010961581996525639,5,0.1,random_small,1
0,-1.02,3,1,0.0,,0.001095277667142606,5,0.1,random_small,1
0,-1.0,1,1,0.0,,0.0011263749984209426,5,0.1,random_small,1
0,-1.16,17,1,0.0,,0.0010940589409609161,5,0.1,random_small,1
0,-1.14,15,1,0.0,,0.0010930333330179565,5,0.1,random_small,1
0,-1.0,1,1,0.0,,0.001092457998311147,5,0.1,random_small,1
0,-1.0,1,1,0.0,,0.0011852079987875186,10,0.1,random_small,1
1,0.91,10,0,0.0,2.0,0.001177495800948236,10,0.1,random_small,1
1,0.83,18,0,0.0,10.0,0.0011775394446481692,10,0.1,random_small,1
1,0.91,10,0,0.0,2.0,0.0011762164991523604,10,0.1,random_small,1
1,0.89,12,0,0.0,4.0,0.0011704235839715693,10,0.1,random_small,1
1,0.89,12,0,0.0,4.0,0.0011962118339094256,10,0.1,random_small,1
1,0.87,14,0,0.0,6.0,0.0011739760713161168,10,0.1,random_small,1
1,0.83,18,0,0.0,10.0,0.0011730045549079983,10,0.1,random_small,1
1,0.91,10,0,0.0,2.0,0.0012121667008614168,10,0.1,random_small,1
0,-1.04,5,1,0.0,,0.0012089333991752937,10,0.1,random_small,1
1,0.85,16,0,0.0,8.0,0.0013571641247835942,20,0.1,random_small,1
1,0.87,14,0,0.0,6.0,0.0013522411432599515,20,0.1,random_small,1
1,0.87,14,0,0.0,6.0,0.001343505928421759,20,0.1,random_small,1
1,0.91,10,0,0.0,2.0,0.0013407666992861778,20,0.1,random_small,1
1,0.89,12,0,0.0,4.0,0.0013321388341864804,20,0.1,random_small,1
1,0.83,18,0,0.0,10.0,0.00133251861108066,20,0.1,random_small,1
1,0.89,12,0,0.0,4.0,0.0013340139163725933,20,0.1,random_small,1
1,0.87,14,0,0.0,6.0,0.0013331932152920803,20,0.1,random_small,1
1,0.87,14,0,0.0,6.0,0.0014062798566426085,20,0.1,random_small,1
1,0.91,10,0,0.0,2.0,0.00138527500021155,20,0.1,random_small,1
1,0.91,10,0,0.0,2.0,0.0015433542001119349,30,0.1,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0015483697507079341,30,0.1,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0015413125001941808,30,0.1,random_small,1
1,0.91,10,0,0.0,2.0,0.0015482292998058255,30,0.1,random_small,1
1,0.89,12,0,0.0,4.0,0.0015527639995222369,30,0.1,random_small,1
1,0.91,10,0,0.0,2.0,0.0015477959015697707,30,0.1,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0015534011254203506,30,0.1,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0015324167507060338,30,0.1,random_small,1
1,0.89,12,0,0.0,4.0,0.0015496700828710648,30,0.1,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0015554581268588663,30,0.1,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0017225155015694327,40,0.1,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0017422863747924566,40,0.1,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0017196926255564904,40,0.1,random_small,1
1,0.87,14,0,0.0,6.0,0.0017222676433448214,40,0.1,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.001723828125250293,40,0.1,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0017188490010084934,40,0.1,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0017269897498408682,40,0.1,random_small,1
1,0.89,12,0,0.0,4.0,0.0017081353325920645,40,0.1,random_small,1
1,0.87,14,0,0.0,6.0,0.0017131964263431396,40,0.1,random_small,1
1,0.91,10,0,0.0,2.0,0.0017710209998767824,40,0.1,random_small,1
0,-1.0,1,1,0.0,,0.0012297499997657724,5,0.1,easy,2
0,-1.03,4,1,0.0,,0.0011341249992256053,5,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0017322621424682438,5,0.1,easy,2
0,-1.0,1,1,0.0,,0.0011469579985714518,5,0.1,easy,2
0,-1.01,2,1,0.0,,0.0011355415008438285,5,0.1,easy,2
0,-1.01,2,1,0.0,,0.001116791998356348,5,0.1,easy,2
0,-1.0,1,1,0.0,,0.0011732080020010471,5,0.1,easy,2
0,-1.0,1,1,0.0,,0.001272166999115143,5,0.1,easy,2
0,-1.0,1,1,0.0,,0.001129333999415394,5,0.1,easy,2
0,-1.03,4,1,0.0,,0.001113823249397683,5,0.1,easy,2
0,-1.0,1,1,0.0,,0.0012584169962792657,10,0.1,easy,2
1,0.92,9,0,0.0,4.0,0.001262203888877088,10,0.1,easy,2
1,0.88,13,0,0.0,8.0,0.001215557846500395,10,0.1,easy,2
0,-1.0,1,1,0.0,,0.0012144579959567636,10,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0011985058559470677,10,0.1,easy,2
1,0.88,13,0,0.0,8.0,0.0011806122319495233,10,0.1,easy,2
0,-1.0,1,1,0.0,,0.0011789160053012893,10,0.1,easy,2
1,0.88,13,0,0.0,8.0,0.0011720416145041012,10,0.1,easy,2
0,-1.01,2,1,0.0,,0.0030658955001854338,10,0.1,easy,2
1,0.92,9,0,0.0,4.0,0.0015901157773138646,10,0.1,easy,2
1,0.9,11,0,0.0,6.0,0.0013627082721954635,20,0.1,easy,2
1,0.96,5,0,0.0,0.0,0.00135677499929443,20,0.1,easy,2
1,0.92,9,0,0.0,4.0,0.0013643611123875922,20,0.1,easy,2
1,0.92,9,0,0.0,4.0,0.0013630602220978795,20,0.1,easy,2
1,0.96,5,0,0.0,0.0,0.0013518415988073684,20,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0013404939984736433,20,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0018844642867666803,20,0.1,easy,2
1,0.96,5,0,0.0,0.0,0.001332233399443794,20,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0013416964263472306,20,0.1,easy,2
1,0.92,9,0,0.0,4.0,0.0013433887797873467,20,0.1,easy,2
1,0.96,5,0,0.0,0.0,0.0015213581995340065,30,0.1,easy,2
1,0.88,13,0,0.0,8.0,0.0015308076925486182,30,0.1,easy,2
1,0.92,9,0,0.0,4.0,0.001530643554967052,30,0.1,easy,2
1,0.92,9,0,0.0,4.0,0.0015169212217895417,30,0.1,easy,2
1,0.92,9,0,0.0,4.0,0.0015216714438995244,30,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0015719344269850158,30,0.1,easy,2
1,0.96,5,0,0.0,0.0,0.0015666666004108265,30,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0015639165732344346,30,0.1,easy,2
1,0.92,9,0,0.0,4.0,0.001551319332469979,30,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0015538035731879063,30,0.1,easy,2
1,0.9,11,0,0.0,6.0,0.0017841439085631546,40,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0017426724277486625,40,0.1,easy,2
1,0.86,15,0,0.0,10.0,0.0017379055338096806,40,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0017326432862319052,40,0.1,easy,2
1,0.86,15,0,0.0,10.0,0.0017684611331787892,40,0.1,easy,2
1,0.92,9,0,0.0,4.0,0.0017442777769045075,40,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0017593632832618564,40,0.1,easy,2
1,0.88,13,0,0.0,8.0,0.0017658493083077841,40,0.1,easy,2
1,0.92,9,0,0.0,4.0,0.0017396250000779724,40,0.1,easy,2
1,0.94,7,0,0.0,2.0,0.0018010655715313209,40,0.1,easy,2
0,-1.0,1,1,0.0,,0.0012322080001467839,5,0.1,obstacle,2
0,-1.01,2,1,0.0,,0.0011445415002526715,5,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0011283890028911021,5,0.1,obstacle,2
0,-1.0,1,1,0.0,,0.0011204999973415397,5,0.1,obstacle,2
0,-1.01,2,1,0.0,,0.0011278959973424207,5,0.1,obstacle,2
0,-1.01,2,1,0.0,,0.001806687501812121,5,0.1,obstacle,2
0,-1.0,1,1,0.0,,0.0014034589985385537,5,0.1,obstacle,2
0,-1.0,1,1,0.0,,0.0011588749985094182,5,0.1,obstacle,2
0,-1.0,1,1,0.0,,0.0011414590044296347,5,0.1,obstacle,2
0,-1.01,2,1,0.0,,0.0011316870004520752,5,0.1,obstacle,2
0,-1.0,1,1,0.0,,0.0012820830015698448,10,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.001289305670070462,10,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0013797499996144325,10,0.1,obstacle,2
0,-1.0,1,1,0.0,,0.0013496250030584633,10,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.001516402999792869,10,0.1,obstacle,2
0,-1.03,4,1,0.0,,0.0012751667527481914,10,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0013364859987632371,10,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0012035973365224588,10,0.1,obstacle,2
0,-1.01,2,1,0.0,,0.001403041500452673,10,0.1,obstacle,2
0,-1.0,1,1,0.0,,0.0012302920004003681,10,0.1,obstacle,2
0,-1.04,5,1,0.0,,0.0014240333999623544,20,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.001361569666187279,20,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0013800693341181614,20,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0013674443325726315,20,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0013412363332463428,20,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0013381803316102985,20,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0013482780001747112,20,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.001361819333396852,20,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0014080276669119485,20,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0013881246632081456,20,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0019222363359100807,30,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0016297776649783675,30,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0017051250009293046,30,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0016012780009380851,30,0.1,obstacle,2
0,-1.06,7,1,0.0,,0.0016458038558734448,30,0.1,obstacle,2
0,-1.01,2,1,0.0,,0.001629124497412704,30,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0015261803321967211,30,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0016410143313502583,30,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.00156656933540944,30,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0016021529978994902,30,0.1,obstacle,2
0,-1.08,9,1,0.0,,0.0022323612219123687,40,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0017782360009732656,40,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0017611109966916654,40,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0017873333345050924,40,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0025495833324384876,40,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0018440420002055664,40,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.00330813899684775,40,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.002212763999220139,40,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0018740416659663122,40,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.00219419433172637,40,0.1,obstacle,2
0,-1.0,1,1,0.0,,0.003311917003884446,5,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0035337190001882846,5,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0011568227491807193,5,0.1,deceptive,2
0,-1.0,1,1,0.0,,0.0014785419989493676,5,0.1,deceptive,2
0,-1.01,2,1,0.0,,0.0017782915019779466,5,0.1,deceptive,2
0,-1.05,6,1,0.0,,0.00159956233255798,5,0.1,deceptive,2
0,-1.0,1,1,0.0,,0.0011853329997393303,5,0.1,deceptive,2
0,-1.0,1,1,0.0,,0.0019592079988797195,5,0.1,deceptive,2
0,-1.0,1,1,0.0,,0.0013340000004973263,5,0.1,deceptive,2
0,-1.01,2,1,0.0,,0.0013280629973451141,5,0.1,deceptive,2
0,-1.0,1,1,0.0,,0.0013012499985052273,10,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0012074270016455557,10,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0015235209993988974,10,0.1,deceptive,2
0,-1.0,1,1,0.0,,0.0012448339984985068,10,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0012182085010863375,10,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0016481045004184125,10,0.1,deceptive,2
0,-1.01,2,1,0.0,,0.0019424164966039825,10,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0014105832487985026,10,0.1,deceptive,2
0,-1.01,2,1,0.0,,0.003253020502597792,10,0.1,deceptive,2
0,-1.02,3,1,0.0,,0.0015742639977058086,10,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0020502394982031547,20,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.001698312496955623,20,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.002231916749224183,20,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0013458960002026288,20,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0013688855015061563,20,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0013694062508875504,20,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.001502020750194788,20,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0017581772463017842,20,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.002034104250924429,20,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.001569395750266267,20,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.001566416751302313,30,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.001502875249570934,30,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0014847499987808987,30,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.001530395747977309,30,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0015368332497018855,30,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0016264687528746435,30,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0015971875018294668,30,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0015377499967144104,30,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0016195205007534241,30,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.002070489748803084,30,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0019790210026258137,40,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0017731977513903985,40,0.1,deceptive,2
0,-1.05,6,1,0.0,,0.001763069500157144,40,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0017005207500915276,40,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0018758437490760116,40,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.001990468499570852,40,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.002089875250021578,40,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.004888635250608786,40,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.0025992809987656074,40,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.002877197999623604,40,0.1,deceptive,2
1,0.89,12,0,0.0,4.0,0.0012333266665033686,5,0.1,random_small,2
0,-1.0,1,1,0.0,,0.0032633329974487424,5,0.1,random_small,2
0,-1.0,1,1,0.0,,0.0012722500032396056,5,0.1,random_small,2
0,-1.0,1,1,0.0,,0.0012377500024740584,5,0.1,random_small,2
1,0.7899999999999999,22,0,0.0,14.0,0.0017425869998326314,5,0.1,random_small,2
1,0.91,10,0,0.0,2.0,0.0012485082981584128,5,0.1,random_small,2
0,-1.0,1,1,0.0,,0.0011672909968183376,5,0.1,random_small,2
0,-1.03,4,1,0.0,,0.0011401145020499825,5,0.1,random_small,2
1,0.89,12,0,0.0,4.0,0.0011634792493471953,5,0.1,random_small,2
0,-1.0,1,1,0.0,,0.0011236670034122653,5,0.1,random_small,2
1,0.91,10,0,0.0,2.0,0.0015379416014184243,10,0.1,random_small,2
0,-1.0,1,1,0.0,,0.0013662080018548295,10,0.1,random_small,2
1,0.89,12,0,0.0,4.0,0.0012391666659823386,10,0.1,random_small,2
1,0.91,10,0,0.0,2.0,0.0012630794000870083,10,0.1,random_small,2
1,0.83,18,0,0.0,10.0,0.00126060872126901,10,0.1,random_small,2
1,0.85,16,0,0.0,8.0,0.0014604974376197788,10,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0012380416264932137,10,0.1,random_small,2
0,-1.1199999999999999,13,1,0.0,,0.001798137768883652,10,0.1,random_small,2
0,-1.04,5,1,0.0,,0.0012907581985928118,10,0.1,random_small,2
0,-1.04,5,1,0.0,,0.0014284001998021267,10,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0016352758748325869,20,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0018312707488803426,20,0.1,random_small,2
1,0.89,12,0,0.0,4.0,0.001446958166222127,20,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0014768903738513472,20,0.1,random_small,2
1,0.89,12,0,0.0,4.0,0.0014059304169980653,20,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0014922082491466426,20,0.1,random_small,2
1,0.7899999999999999,22,0,0.0,14.0,0.0014492897726912897,20,0.1,random_small,2
0,-1.04,5,1,0.0,,0.0014593416010029614,20,0.1,random_small,2
1,0.89,12,0,0.0,4.0,0.0015748889994332178,20,0.1,random_small,2
1,0.91,10,0,0.0,2.0,0.0014579667011275887,20,0.1,random_small,2
1,0.89,12,0,0.0,4.0,0.001810048666811781,30,0.1,random_small,2
1,0.87,14,0,0.0,6.0,0.0018935656428636452,30,0.1,random_small,2
1,0.89,12,0,0.0,4.0,0.0016851354169678718,30,0.1,random_small,2
1,0.89,12,0,0.0,4.0,0.0017520069989889937,30,0.1,random_small,2
1,0.91,10,0,0.0,2.0,0.001541999901382951,30,0.1,random_small,2
1,0.87,14,0,0.0,6.0,0.0015481874995332743,30,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.002048947875664453,30,0.1,random_small,2
1,0.85,16,0,0.0,8.0,0.0016192918124033895,30,0.1,random_small,2
1,0.87,14,0,0.0,6.0,0.0017577945000084583,30,0.1,random_small,2
1,0.89,12,0,0.0,4.0,0.0016062847498687916,30,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0018777656250676955,40,0.1,random_small,2
1,0.91,10,0,0.0,2.0,0.0018840291988453828,40,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0018569061267044162,40,0.1,random_small,2
1,0.91,10,0,0.0,2.0,0.0018442209002387244,40,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0017514167502667988,40,0.1,random_small,2
1,0.91,10,0,0.0,2.0,0.0017822040994360578,40,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.001837989751038549,40,0.1,random_small,2
1,0.91,10,0,0.0,2.0,0.0017593417003809008,40,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0019511095015332103,40,0.1,random_small,2
1,0.91,10,0,0.0,2.0,0.0018496416021662298,40,0.1,random_small,2
