success,total_return,path_length,collision,repeated_failure_rate,optimality_gap,inference_time_per_action,lambda_F,Map,Seed
0,-1.03,4,1,1.0,,0.0011570414990274003,0.0,deceptive,1
0,-1.02,3,1,1.0,,0.0011508746659577203,0.0,deceptive,1
0,-1.03,4,1,1.0,,0.0011622502534009982,0.0,deceptive,1
0,-1.03,4,1,1.0,,0.0011449895009718603,0.0,deceptive,1
0,-1.02,3,1,1.0,,0.0011462496671204765,0.0,deceptive,1
0,-1.0,1,1,1.0,,0.0011565410022740252,0.0,deceptive,1
0,-1.03,4,1,0.0,,0.001138573001298937,0.1,deceptive,1
0,-1.03,4,1,1.0,,0.0011522502481966512,0.1,deceptive,1
0,-1.03,4,1,1.0,,0.0011525417521625059,0.1,deceptive,1
0,-1.0,1,1,1.0,,0.0011522909990162589,0.1,deceptive,1
0,-1.03,4,1,1.0,,0.0011432192513893824,0.1,deceptive,1
0,-1.02,3,1,1.0,,0.0011413193351472728,0.1,deceptive,1
0,-1.03,4,1,1.0,,0.0011458852495707106,0.1,deceptive,1
0,-1.05,6,1,0.8571428571428571,,0.0011584446656343061,0.1,deceptive,1
0,-1.02,3,1,1.0,,0.0012247356644365937,0.1,deceptive,1
0,-1.0,1,1,1.0,,0.0011930839973501861,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.0011887709970324067,0.5,deceptive,1
0,-1.02,3,1,1.0,,0.001182333330992454,0.5,deceptive,1
0,-1.01,2,1,0.3333333333333333,,0.0011709165009960998,0.5,deceptive,1
0,-1.03,4,1,1.0,,0.0011555832516023656,0.5,deceptive,1
0,-1.03,4,1,1.0,,0.001154770750872558,0.5,deceptive,1
0,-1.02,3,1,1.0,,0.001152722002492131,0.5,deceptive,1
0,-1.03,4,1,1.0,,0.0011540835002961103,0.5,deceptive,1
0,-1.04,5,1,0.6666666666666666,,0.00115406680124579,0.5,deceptive,1
0,-1.02,3,1,1.0,,0.0011542496674034435,0.5,deceptive,1
0,-1.02,3,1,1.0,,0.0011683469977773104,0.5,deceptive,1
0,-1.03,4,1,0.0,,0.0011577917484828504,1.0,deceptive,1
0,-1.02,3,1,1.0,,0.001165207999292761,1.0,deceptive,1
0,-1.01,2,1,0.3333333333333333,,0.0011696670044329949,1.0,deceptive,1
0,-1.04,5,1,0.6666666666666666,,0.00115626660262933,1.0,deceptive,1
0,-1.03,4,1,1.0,,0.0011567287492653122,1.0,deceptive,1
0,-1.02,3,1,0.5,,0.0012138473296848435,1.0,deceptive,1
0,-1.01,2,1,1.0,,0.0012030415018671192,1.0,deceptive,1
0,-1.04,5,1,1.0,,0.001172308401146438,1.0,deceptive,1
0,-1.03,4,1,0.6,,0.0011565627482923446,1.0,deceptive,1
0,-1.02,3,1,1.0,,0.0011888470010793146,1.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011910520006495062,2.0,deceptive,1
0,-1.03,4,1,0.6,,0.0011653849978756625,2.0,deceptive,1
0,-1.04,5,1,1.0,,0.001163650001399219,2.0,deceptive,1
0,-1.04,5,1,0.6666666666666666,,0.0011578581979847513,2.0,deceptive,1
0,-1.03,4,1,1.0,,0.0011559477497939952,2.0,deceptive,1
0,-1.02,3,1,0.5,,0.0011651530003291555,2.0,deceptive,1
0,-1.05,6,1,0.7142857142857143,,0.0011560834997605223,2.0,deceptive,1
0,-1.04,5,1,1.0,,0.0011551915988093242,2.0,deceptive,1
0,-1.03,4,1,0.6,,0.001155521000328008,2.0,deceptive,1
0,-1.07,8,1,0.7777777777777778,,0.0011642762492556358,2.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011519270010467153,5.0,deceptive,1
0,-1.03,4,1,0.6,,0.0011546349996933714,5.0,deceptive,1
0,-1.04,5,1,1.0,,0.001156224800797645,5.0,deceptive,1
0,-1.04,5,1,0.6666666666666666,,0.0011571168011869303,5.0,deceptive,1
0,-1.05,6,1,0.2857142857142857,,0.001154666500951862,5.0,deceptive,1
0,-1.03,4,1,0.6,,0.001153770501332474,5.0,deceptive,1
0,-1.04,5,1,1.0,,0.0011506165988976135,5.0,deceptive,1
0,-1.03,4,1,1.0,,0.001207906250783708,5.0,deceptive,1
0,-1.02,3,1,1.0,,0.0011728196647406246,5.0,deceptive,1
0,-1.1,11,1,1.0,,0.0011573675437830389,5.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011851669987663627,0.0,random_small,1
0,-1.0,1,1,1.0,,0.0011717090019374155,0.0,random_small,1
0,-1.1,11,1,0.08333333333333333,,0.0011536630924886347,0.0,random_small,1
0,-1.04,5,1,0.5,,0.0011450667981989682,0.0,random_small,1
1,0.8099999999999999,20,0,0.5714285714285714,12.0,0.0011550458009878639,0.0,random_small,1
1,0.91,10,0,0.5454545454545454,2.0,0.0011603083985392004,0.0,random_small,1
0,-1.0,1,1,1.0,,0.0011579999991226941,0.0,random_small,1
0,-1.0,1,1,1.0,,0.001156749996880535,0.0,random_small,1
0,-1.13,14,1,0.6666666666666666,,0.0011561219289433211,0.0,random_small,1
1,0.91,10,0,0.8181818181818182,2.0,0.001157516601961106,0.0,random_small,1
0,-1.0,1,1,0.0,,0.0011663330005831085,0.1,random_small,1
0,-1.0,1,1,1.0,,0.0011680829993565567,0.1,random_small,1
0,-1.1,11,1,0.08333333333333333,,0.0011731061809272928,0.1,random_small,1
0,-1.04,5,1,0.5,,0.0011479249980766327,0.1,random_small,1
1,0.8099999999999999,20,0,0.5714285714285714,12.0,0.001154635299462825,0.1,random_small,1
1,0.91,10,0,0.5454545454545454,2.0,0.0011509707997902296,0.1,random_small,1
0,-1.0,1,1,1.0,,0.001159833002020605,0.1,random_small,1
0,-1.0,1,1,1.0,,0.0011494579957798123,0.1,random_small,1
0,-1.13,14,1,0.6666666666666666,,0.0011516846420168544,0.1,random_small,1
1,0.91,10,0,0.8181818181818182,2.0,0.0011740668007405475,0.1,random_small,1
0,-1.0,1,1,0.0,,0.0011731250051525421,0.5,random_small,1
0,-1.0,1,1,1.0,,0.0011685830031638034,0.5,random_small,1
0,-1.1,11,1,0.08333333333333333,,0.0011565111820924687,0.5,random_small,1
0,-1.04,5,1,0.5,,0.001150799602328334,0.5,random_small,1
1,0.8099999999999999,20,0,0.5714285714285714,12.0,0.0011528333998285234,0.5,random_small,1
1,0.91,10,0,0.5454545454545454,2.0,0.00114797889982583,0.5,random_small,1
0,-1.0,1,1,1.0,,0.0011581669969018549,0.5,random_small,1
0,-1.06,7,1,0.75,,0.0011534401429733926,0.5,random_small,1
0,-1.13,14,1,0.6,,0.0011668273572078241,0.5,random_small,1
0,-1.07,8,1,1.0,,0.001155354000729858,0.5,random_small,1
0,-1.0,1,1,0.0,,0.0011569579946808517,1.0,random_small,1
0,-1.0,1,1,1.0,,0.0011512089986354113,1.0,random_small,1
0,-1.1,11,1,0.08333333333333333,,0.0011499089999812316,1.0,random_small,1
0,-1.04,5,1,0.5,,0.001148150001245085,1.0,random_small,1
1,0.91,10,0,0.45454545454545453,2.0,0.0011573333998967429,1.0,random_small,1
1,0.91,10,0,0.5454545454545454,2.0,0.0011647750005067791,1.0,random_small,1
0,-1.0,1,1,1.0,,0.0011506250011734664,1.0,random_small,1
0,-1.06,7,1,0.75,,0.0011546550002614303,1.0,random_small,1
0,-1.13,14,1,0.6,,0.0011492203572873092,1.0,random_small,1
0,-1.07,8,1,1.0,,0.0011454530022092513,1.0,random_small,1
0,-1.0,1,1,0.0,,0.0011502080014906824,2.0,random_small,1
0,-1.0,1,1,1.0,,0.00114712500362657,2.0,random_small,1
0,-1.1,11,1,0.08333333333333333,,0.0011500797276808457,2.0,random_small,1
0,-1.04,5,1,0.5,,0.0011459331988589838,2.0,random_small,1
1,0.87,14,0,0.4,6.0,0.0011486279290693346,2.0,random_small,1
1,0.91,10,0,0.5454545454545454,2.0,0.0011497123996377923,2.0,random_small,1
0,-1.0,1,1,1.0,,0.0011480839966679923,2.0,random_small,1
0,-1.06,7,1,0.75,,0.0011592621438986889,2.0,random_small,1
0,-1.13,14,1,0.6,,0.001174157858518551,2.0,random_small,1
1,0.91,10,0,0.8181818181818182,2.0,0.0011675249981635716,2.0,random_small,1
0,-1.0,1,1,0.0,,0.001171375006379094,5.0,random_small,1
0,-1.0,1,1,1.0,,0.0011566249959287234,5.0,random_small,1
0,-1.1,11,1,0.08333333333333333,,0.0011491779997331005,5.0,random_small,1
0,-1.04,5,1,0.5,,0.001144941600796301,5.0,random_small,1
1,0.89,12,0,0.38461538461538464,4.0,0.001148833414845285,5.0,random_small,1
1,0.91,10,0,0.5454545454545454,2.0,0.0011547458001587075,5.0,random_small,1
0,-1.0,1,1,1.0,,0.0011543339933268726,5.0,random_small,1
0,-1.06,7,1,0.75,,0.0011522975712848296,5.0,random_small,1
0,-1.04,5,1,0.6666666666666666,,0.0011604917992372066,5.0,random_small,1
1,0.91,10,0,0.7272727272727273,2.0,0.001146845999028301,5.0,random_small,1
1,0.84,17,0,0.0,12.0,0.0011928798823432503,0.0,easy,2
1,0.88,13,0,0.0,8.0,0.0011548269987822725,0.0,easy,2
0,-1.03,4,1,0.0,,0.001150104002590524,0.0,easy,2
0,-1.0,1,1,1.0,,0.001182250001875218,0.0,easy,2
0,-1.0,1,1,1.0,,0.001190333001432009,0.0,easy,2
0,-1.04,5,1,0.8333333333333334,,0.001166425200062804,0.0,easy,2
0,-1.0,1,1,1.0,,0.0011649160005617887,0.0,easy,2
1,0.9,11,0,0.4166666666666667,6.0,0.0011692689083495432,0.0,easy,2
0,-1.02,3,1,1.0,,0.0011679723344665642,0.0,easy,2
0,-1.02,3,1,0.75,,0.001171388665776855,0.0,easy,2
1,0.84,17,0,0.0,12.0,0.001156987705411773,0.1,easy,2
1,0.88,13,0,0.0,8.0,0.0011512243856066982,0.1,easy,2
0,-1.03,4,1,0.0,,0.0011502502493385691,0.1,easy,2
0,-1.0,1,1,1.0,,0.001166291993285995,0.1,easy,2
0,-1.02,3,1,1.0,,0.0011681253357285943,0.1,easy,2
0,-1.04,5,1,0.8333333333333334,,0.0011598415992921218,0.1,easy,2
0,-1.0,1,1,1.0,,0.0011686249999911524,0.1,easy,2
1,0.9,11,0,0.4166666666666667,6.0,0.0011600909069370987,0.1,easy,2
0,-1.02,3,1,1.0,,0.0011617220031136337,0.1,easy,2
1,0.92,9,0,0.5,4.0,0.0011580278902935486,0.1,easy,2
1,0.84,17,0,0.0,12.0,0.0011559290591428768,0.5,easy,2
1,0.88,13,0,0.0,8.0,0.0011560512295825621,0.5,easy,2
0,-1.03,4,1,0.0,,0.0011539057522895746,0.5,easy,2
0,-1.0,1,1,1.0,,0.0011624170001596212,0.5,easy,2
1,0.92,9,0,0.3,4.0,0.0011608194440163465,0.5,easy,2
0,-1.04,5,1,0.8333333333333334,,0.001157924797735177,0.5,easy,2
1,0.9,11,0,0.3333333333333333,6.0,0.0011592725469116967,0.5,easy,2
1,0.9,11,0,0.4166666666666667,6.0,0.0011632199100197547,0.5,easy,2
1,0.92,9,0,0.4,4.0,0.0011722453329841504,0.5,easy,2
0,-1.08,9,1,0.3,,0.0011541993331371082,0.5,easy,2
1,0.84,17,0,0.0,12.0,0.0011464582935064647,1.0,easy,2
1,0.88,13,0,0.0,8.0,0.0011432019248157023,1.0,easy,2
0,-1.03,4,1,0.0,,0.0011471249999885913,1.0,easy,2
0,-1.0,1,1,1.0,,0.0011676670037559234,1.0,easy,2
1,0.92,9,0,0.3,4.0,0.0011513148888803294,1.0,easy,2
0,-1.05,6,1,0.2857142857142857,,0.0011514100006024819,1.0,easy,2
1,0.9,11,0,0.5,6.0,0.0011478258185723628,1.0,easy,2
1,0.9,11,0,0.4166666666666667,6.0,0.0011523182719511997,1.0,easy,2
1,0.92,9,0,0.5,4.0,0.0011506666657320845,1.0,easy,2
0,-1.06,7,1,0.625,,0.0011476962847934505,1.0,easy,2
1,0.84,17,0,0.0,12.0,0.0011476739416727522,2.0,easy,2
1,0.88,13,0,0.0,8.0,0.0011384263080589545,2.0,easy,2
0,-1.03,4,1,0.0,,0.0011402815016481327,2.0,easy,2
0,-1.0,1,1,1.0,,0.0011434580010245554,2.0,easy,2
0,-1.03,4,1,0.6,,0.0011517287512106122,2.0,easy,2
0,-1.04,5,1,0.3333333333333333,,0.001150991600297857,2.0,easy,2
1,0.9,11,0,0.5,6.0,0.0011539660904831676,2.0,easy,2
1,0.9,11,0,0.5,6.0,0.0011474432738561352,2.0,easy,2
1,0.92,9,0,0.5,4.0,0.0011462917779378283,2.0,easy,2
0,-1.06,7,1,0.625,,0.001146327140824204,2.0,easy,2
1,0.84,17,0,0.0,12.0,0.0011459092351929832,5.0,easy,2
1,0.88,13,0,0.0,8.0,0.0011391986934960675,5.0,easy,2
0,-1.03,4,1,0.0,,0.001143041499744868,5.0,easy,2
0,-1.0,1,1,1.0,,0.0011447919969214126,5.0,easy,2
0,-1.03,4,1,0.6,,0.001150145999417873,5.0,easy,2
0,-1.04,5,1,0.3333333333333333,,0.0011505583999678493,5.0,easy,2
1,0.9,11,0,0.5,6.0,0.0011448029088734818,5.0,easy,2
0,-1.07,8,1,0.4444444444444444,,0.0011559741251403466,5.0,easy,2
1,0.92,9,0,0.5,4.0,0.0011519677775342846,5.0,easy,2
1,0.86,15,0,0.375,10.0,0.0011527000009664335,5.0,easy,2
0,-1.01,2,1,0.0,,0.0011688334998325445,0.0,obstacle,2
0,-1.02,3,1,0.5,,0.0011518196649073313,0.0,obstacle,2
0,-1.02,3,1,1.0,,0.0011449583325884305,0.0,obstacle,2
0,-1.0,1,1,1.0,,0.0011532920034369454,0.0,obstacle,2
0,-1.01,2,1,1.0,,0.0011483125017548446,0.0,obstacle,2
0,-1.0,1,1,1.0,,0.0011533329961821437,0.0,obstacle,2
0,-1.0,1,1,1.0,,0.0011645839986158535,0.0,obstacle,2
0,-1.02,3,1,1.0,,0.0011478200006725576,0.0,obstacle,2
0,-1.01,2,1,1.0,,0.0011472504993434995,0.0,obstacle,2
0,-1.04,5,1,0.8333333333333334,,0.0011425586009863764,0.0,obstacle,2
0,-1.01,2,1,0.0,,0.0011493329984659795,0.1,obstacle,2
0,-1.02,3,1,0.5,,0.0011534583318280056,0.1,obstacle,2
0,-1.02,3,1,1.0,,0.0011457636646809988,0.1,obstacle,2
0,-1.0,1,1,1.0,,0.001151416996435728,0.1,obstacle,2
0,-1.01,2,1,1.0,,0.0011676044996420387,0.1,obstacle,2
0,-1.02,3,1,0.75,,0.0011544166651826042,0.1,obstacle,2
0,-1.0,1,1,1.0,,0.0011508749958011322,0.1,obstacle,2
0,-1.02,3,1,1.0,,0.001148194663983304,0.1,obstacle,2
0,-1.01,2,1,1.0,,0.0011637294992397074,0.1,obstacle,2
0,-1.04,5,1,1.0,,0.001155241599190049,0.1,obstacle,2
0,-1.01,2,1,0.0,,0.001162062500952743,0.5,obstacle,2
0,-1.02,3,1,0.25,,0.0011521669997212787,0.5,obstacle,2
0,-1.02,3,1,0.5,,0.001157694331292684,0.5,obstacle,2
0,-1.0,1,1,1.0,,0.0011613750029937364,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.0011489165044622496,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.0011552085015864577,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.0011500205000629649,0.5,obstacle,2
0,-1.02,3,1,1.0,,0.0011473893318907358,0.5,obstacle,2
0,-1.07,8,1,0.7777777777777778,,0.0011450832507762243,0.5,obstacle,2
0,-1.04,5,1,1.0,,0.0011465082003269344,0.5,obstacle,2
0,-1.01,2,1,0.0,,0.0011512705059431028,1.0,obstacle,2
0,-1.01,2,1,0.3333333333333333,,0.0011563539992494043,1.0,obstacle,2
0,-1.02,3,1,0.5,,0.0011414306670000467,1.0,obstacle,2
0,-1.0,1,1,1.0,,0.001156625003204681,1.0,obstacle,2
0,-1.01,2,1,1.0,,0.0011477084990474395,1.0,obstacle,2
0,-1.04,5,1,0.5,,0.0011477585998363794,1.0,obstacle,2
0,-1.01,2,1,1.0,,0.0011550414965313394,1.0,obstacle,2
0,-1.02,3,1,0.5,,0.0011562223347330776,1.0,obstacle,2
0,-1.07,8,1,0.7777777777777778,,0.0011459480010671541,1.0,obstacle,2
0,-1.04,5,1,1.0,,0.001142341599916108,1.0,obstacle,2
0,-1.01,2,1,0.0,,0.0011463754963187966,2.0,obstacle,2
0,-1.01,2,1,0.3333333333333333,,0.001149916999565903,2.0,obstacle,2
0,-1.02,3,1,0.5,,0.0011416249981266446,2.0,obstacle,2
0,-1.0,1,1,1.0,,0.0011421669987612404,2.0,obstacle,2
0,-1.01,2,1,1.0,,0.0011427915014792234,2.0,obstacle,2
0,-1.04,5,1,0.5,,0.0011372084001777694,2.0,obstacle,2
0,-1.03,4,1,1.0,,0.0011375000012776582,2.0,obstacle,2
0,-1.02,3,1,0.5,,0.0011411806675217424,2.0,obstacle,2
0,-1.06,7,1,1.0,,0.0011395535704130971,2.0,obstacle,2
0,-1.05,6,1,0.7142857142857143,,0.0011377848337967105,2.0,obstacle,2
0,-1.01,2,1,0.0,,0.0011597084994718898,5.0,obstacle,2
0,-1.01,2,1,0.3333333333333333,,0.0011507915005495306,5.0,obstacle,2
0,-1.02,3,1,0.5,,0.0011429306638698715,5.0,obstacle,2
0,-1.0,1,1,1.0,,0.001150374999269843,5.0,obstacle,2
0,-1.03,4,1,1.0,,0.0011411352479626657,5.0,obstacle,2
0,-1.04,5,1,0.5,,0.0011373834015103057,5.0,obstacle,2
0,-1.02,3,1,0.5,,0.0011378613320024062,5.0,obstacle,2
0,-1.03,4,1,0.6,,0.0011616559986578068,5.0,obstacle,2
0,-1.05,6,1,1.0,,0.0011593889988337953,5.0,obstacle,2
0,-1.06,7,1,0.75,,0.001142505999138978,5.0,obstacle,2
0,-1.02,3,1,0.0,,0.0011695279996880952,0.0,deceptive,2
0,-1.03,4,1,0.6,,0.0011469062501419103,0.0,deceptive,2
0,-1.03,4,1,1.0,,0.0011501455010147765,0.0,deceptive,2
0,-1.0,1,1,1.0,,0.001147208000475075,0.0,deceptive,2
0,-1.01,2,1,1.0,,0.0011497915002109949,0.0,deceptive,2
0,-1.02,3,1,1.0,,0.0011502363316443127,0.0,deceptive,2
0,-1.0,1,1,1.0,,0.001164749999588821,0.0,deceptive,2
0,-1.03,4,1,1.0,,0.0011481874989840435,0.0,deceptive,2
0,-1.02,3,1,1.0,,0.0011498329986352473,0.0,deceptive,2
0,-1.05,6,1,0.8571428571428571,,0.0011411735007034924,0.0,deceptive,2
0,-1.02,3,1,0.0,,0.0011550973334427301,0.1,deceptive,2
0,-1.03,4,1,0.6,,0.001146718997915741,0.1,deceptive,2
0,-1.03,4,1,1.0,,0.0011487707524793223,0.1,deceptive,2
0,-1.0,1,1,1.0,,0.0011578330013435334,0.1,deceptive,2
0,-1.01,2,1,1.0,,0.0011477705011202488,0.1,deceptive,2
0,-1.02,3,1,1.0,,0.0011494443339567322,0.1,deceptive,2
0,-1.0,1,1,1.0,,0.0011671669999486767,0.1,deceptive,2
0,-1.03,4,1,1.0,,0.0011469792498246534,0.1,deceptive,2
0,-1.02,3,1,1.0,,0.0011587639989253755,0.1,deceptive,2
0,-1.05,6,1,0.8571428571428571,,0.0011442983316859074,0.1,deceptive,2
0,-1.02,3,1,0.0,,0.0011427639983594418,0.5,deceptive,2
0,-1.01,2,1,1.0,,0.0011527499991643708,0.5,deceptive,2
0,-1.01,2,1,0.3333333333333333,,0.0011474999992060475,0.5,deceptive,2
0,-1.0,1,1,1.0,,0.0011526670059538446,0.5,deceptive,2
0,-1.01,2,1,1.0,,0.0011472914993646555,0.5,deceptive,2
0,-1.02,3,1,1.0,,0.001150902666267939,0.5,deceptive,2
0,-1.02,3,1,0.5,,0.0011502359993755817,0.5,deceptive,2
0,-1.03,4,1,0.6,,0.0011395832498237723,0.5,deceptive,2
0,-1.02,3,1,1.0,,0.0011452220011657726,0.5,deceptive,2
0,-1.05,6,1,1.0,,0.0011466319992905483,0.5,deceptive,2
0,-1.02,3,1,0.0,,0.001141930668381974,1.0,deceptive,2
0,-1.01,2,1,0.3333333333333333,,0.00116141649778001,1.0,deceptive,2
0,-1.01,2,1,1.0,,0.0011469374985608738,1.0,deceptive,2
0,-1.0,1,1,1.0,,0.0011469169985502958,1.0,deceptive,2
0,-1.01,2,1,1.0,,0.0011471460020402446,1.0,deceptive,2
0,-1.04,5,1,0.3333333333333333,,0.0011418248017434963,1.0,deceptive,2
0,-1.02,3,1,1.0,,0.0011621670031066362,1.0,deceptive,2
0,-1.03,4,1,0.6,,0.0011670522526401328,1.0,deceptive,2
0,-1.02,3,1,1.0,,0.0011577776652605583,1.0,deceptive,2
0,-1.07,8,1,0.7777777777777778,,0.0011484269998618402,1.0,deceptive,2
0,-1.02,3,1,0.0,,0.0011534166624187492,2.0,deceptive,2
0,-1.01,2,1,0.3333333333333333,,0.0011521454980538692,2.0,deceptive,2
0,-1.01,2,1,1.0,,0.001153207995230332,2.0,deceptive,2
0,-1.0,1,1,1.0,,0.0011558330006664619,2.0,deceptive,2
0,-1.01,2,1,1.0,,0.0011603335005929694,2.0,deceptive,2
0,-1.04,5,1,0.3333333333333333,,0.0011562499988940545,2.0,deceptive,2
0,-1.05,6,1,0.8571428571428571,,0.0011642151681977946,2.0,deceptive,2
0,-1.03,4,1,0.6,,0.0011555209985090187,2.0,deceptive,2
0,-1.02,3,1,1.0,,0.0011492223347886465,2.0,deceptive,2
0,-1.08,9,1,0.4,,0.0011531435553075022,2.0,deceptive,2
0,-1.02,3,1,0.0,,0.0011445556689674656,5.0,deceptive,2
0,-1.01,2,1,0.3333333333333333,,0.0011591039983613882,5.0,deceptive,2
0,-1.01,2,1,1.0,,0.0011571040013222955,5.0,deceptive,2
0,-1.0,1,1,1.0,,0.001157165999757126,5.0,deceptive,2
0,-1.01,2,1,1.0,,0.0011553755030035973,5.0,deceptive,2
0,-1.04,5,1,0.3333333333333333,,0.0011552250012755393,5.0,deceptive,2
0,-1.03,4,1,0.6,,0.0011594787483772961,5.0,deceptive,2
0,-1.05,6,1,0.7142857142857143,,0.0011517779991360537,5.0,deceptive,2
0,-1.02,3,1,1.0,,0.0011527500003770304,5.0,deceptive,2
0,-1.05,6,1,0.7142857142857143,,0.0011473956668244985,5.0,deceptive,2
1,0.91,10,0,0.0,2.0,0.001165957999182865,0.0,random_small,2
0,-1.0,1,1,0.0,,0.0011873340044985525,0.0,random_small,2
0,-1.0,1,1,1.0,,0.0011690000028465874,0.0,random_small,2
0,-1.0,1,1,1.0,,0.0011998329937341623,0.0,random_small,2
0,-1.0,1,1,1.0,,0.0012081250024493784,0.0,random_small,2
1,0.87,14,0,0.06666666666666667,6.0,0.0011690090718080423,0.0,random_small,2
1,0.87,14,0,0.06666666666666667,6.0,0.0011622619287144126,0.0,random_small,2
0,-1.06,7,1,0.125,,0.0011918214274503822,0.0,random_small,2
0,-1.04,5,1,1.0,,0.0011619082011748104,0.0,random_small,2
0,-1.08,9,1,0.4,,0.001165462778266778,0.0,random_small,2
1,0.91,10,0,0.0,2.0,0.0011588791006943212,0.1,random_small,2
0,-1.0,1,1,0.0,,0.0011623749960563146,0.1,random_small,2
0,-1.14,15,1,0.0625,,0.0011669860667704293,0.1,random_small,2
0,-1.0,1,1,1.0,,0.0011593749950407073,0.1,random_small,2
0,-1.0,1,1,1.0,,0.001163417000498157,0.1,random_small,2
1,0.87,14,0,0.6,6.0,0.001158062427358735,0.1,random_small,2
0,-1.05,6,1,0.42857142857142855,,0.0011629858333132386,0.1,random_small,2
0,-1.04,5,1,1.0,,0.001154991598741617,0.1,random_small,2
0,-1.04,5,1,1.0,,0.0011592499999096618,0.1,random_small,2
0,-1.08,9,1,1.0,,0.0011650277778648564,0.1,random_small,2
1,0.91,10,0,0.0,2.0,0.0011528209986863657,0.5,random_small,2
0,-1.0,1,1,0.0,,0.001155833997472655,0.5,random_small,2
0,-1.14,15,1,0.0625,,0.0011938112002098933,0.5,random_small,2
0,-1.0,1,1,1.0,,0.0012124589993618429,0.5,random_small,2
0,-1.0,1,1,1.0,,0.00119983300101012,0.5,random_small,2
1,0.87,14,0,0.6,6.0,0.0011580385715725633,0.5,random_small,2
0,-1.05,6,1,0.42857142857142855,,0.001161590332534009,0.5,random_small,2
0,-1.04,5,1,1.0,,0.001156183402054012,0.5,random_small,2
1,0.91,10,0,0.7272727272727273,2.0,0.0011683624012221116,0.5,random_small,2
1,0.9299999999999999,8,0,0.5555555555555556,0.0,0.0011619271253948682,0.5,random_small,2
1,0.91,10,0,0.0,2.0,0.0011521834006998689,1.0,random_small,2
0,-1.0,1,1,0.0,,0.0011558340047486126,1.0,random_small,2
0,-1.14,15,1,0.0625,,0.0011649052685243078,1.0,random_small,2
0,-1.0,1,1,1.0,,0.0011576249962672591,1.0,random_small,2
0,-1.0,1,1,1.0,,0.0011662920005619526,1.0,random_small,2
0,-1.04,5,1,0.5,,0.0011564997985260561,1.0,random_small,2
0,-1.05,6,1,1.0,,0.0011545206665080816,1.0,random_small,2
0,-1.18,19,1,0.75,,0.0011565788418489607,1.0,random_small,2
1,0.91,10,0,0.7272727272727273,2.0,0.0011428751015046146,1.0,random_small,2
1,0.91,10,0,0.8181818181818182,2.0,0.0011548834991117474,1.0,random_small,2
1,0.91,10,0,0.0,2.0,0.0011409956990974025,2.0,random_small,2
0,-1.0,1,1,0.0,,0.0011400840012356639,2.0,random_small,2
0,-1.14,15,1,0.0625,,0.0011421277988119983,2.0,random_small,2
0,-1.0,1,1,1.0,,0.0011397499984013848,2.0,random_small,2
0,-1.0,1,1,1.0,,0.0011434170010033995,2.0,random_small,2
0,-1.04,5,1,0.5,,0.001148233599087689,2.0,random_small,2
0,-1.03,4,1,1.0,,0.00114218724957027,2.0,random_small,2
1,0.89,12,0,0.5384615384615384,4.0,0.001147045166968989,2.0,random_small,2
1,0.91,10,0,0.7272727272727273,2.0,0.0011435082997195423,2.0,random_small,2
0,-1.02,3,1,1.0,,0.0011409723301767372,2.0,random_small,2
1,0.91,10,0,0.0,2.0,0.0011295124990283512,5.0,random_small,2
0,-1.0,1,1,0.0,,0.0011293749994365498,5.0,random_small,2
0,-1.14,15,1,0.0625,,0.0011351554009403724,5.0,random_small,2
0,-1.0,1,1,1.0,,0.0011354160014889203,5.0,random_small,2
0,-1.0,1,1,1.0,,0.0011307910026516765,5.0,random_small,2
0,-1.04,5,1,0.5,,0.0011340082011884079,5.0,random_small,2
0,-1.03,4,1,1.0,,0.0011477082480269019,5.0,random_small,2
1,0.89,12,0,0.5384615384615384,4.0,0.0011363715008580282,5.0,random_small,2
1,0.91,10,0,0.6363636363636364,2.0,0.0011373665984137915,5.0,random_small,2
0,-1.02,3,1,1.0,,0.0011380693346533615,5.0,random_small,2
