success,total_return,path_length,collision,repeated_failure_rate,optimality_gap,inference_time_per_action,lambda_D,Map,Seed
0,-1.08,9,1,0.0,,0.0011294813367486414,2.0,random_small,0
0,-1.06,7,1,0.0,,0.0011340594293350087,2.0,random_small,0
0,-1.0,1,1,0.0,,0.0011155410029459745,2.0,random_small,0
0,-1.1199999999999999,13,1,0.0,,0.0011298623050186927,2.0,random_small,0
0,-1.04,5,1,0.0,,0.001137741596903652,2.0,random_small,0
0,-1.0,1,1,0.0,,0.0011387080012355,2.0,random_small,0
1,0.9299999999999999,8,0,0.0,0.0,0.00113308324762329,2.0,random_small,0
0,-1.0,1,1,0.0,,0.0011542920110514387,5.0,random_small,0
0,-1.04,5,1,0.0,,0.0011238915991270914,5.0,random_small,0
0,-1.04,5,1,0.0,,0.0011204917973373085,5.0,random_small,0
0,-1.08,9,1,0.0,,0.0011274073314982364,5.0,random_small,0
0,-1.06,7,1,0.0,,0.0011340238582176556,5.0,random_small,0
0,-1.0,1,1,0.0,,0.0011182909947820008,5.0,random_small,0
0,-1.1199999999999999,13,1,0.0,,0.001135269232550994,5.0,random_small,0
0,-1.04,5,1,0.0,,0.0011173667997354641,5.0,random_small,0
0,-1.0,1,1,0.0,,0.0011275410070084035,5.0,random_small,0
1,0.9299999999999999,8,0,0.0,0.0,0.001128505247834255,5.0,random_small,0
0,-1.0,1,1,0.0,,0.0011578329867916182,0.0,easy,1
0,-1.0,1,1,0.0,,0.0011266249930486083,0.0,easy,1
0,-1.0,1,1,0.0,,0.00115945799916517,0.0,easy,1
0,-1.0,1,1,0.0,,0.001129416996263899,0.0,easy,1
0,-1.0,1,1,0.0,,0.0011258750018896535,0.0,easy,1
0,-1.0,1,1,0.0,,0.0011309999972581863,0.0,easy,1
0,-1.0,1,1,0.0,,0.0011285000073257834,0.0,easy,1
0,-1.0,1,1,0.0,,0.0011792919976869598,0.0,easy,1
0,-1.0,1,1,0.0,,0.0011964169971179217,0.0,easy,1
