success,total_return,path_length,collision,repeated_failure_rate,optimality_gap,inference_time_per_action,lambda_D,Map,Seed
0,-1.0,1,1,0.0,,0.0011049589957110584,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.001116927251132438,0.1,deceptive,1
0,-1.0,1,1,0.0,,0.0011098749964730814,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.0010945832473225892,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.0011097187489212956,0.1,deceptive,1
0,-1.02,3,1,0.0,,0.001152388994038726,0.1,deceptive,1
0,-1.0,1,1,0.0,,0.0011894580093212426,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.0011405212499084882,0.5,deceptive,1
0,-1.03,4,1,0.0,,0.0011301769991405308,0.5,deceptive,1
0,-1.03,4,1,0.0,,0.0011426772507547867,0.5,deceptive,1
0,-1.0,1,1,0.0,,0.0011315829906379804,0.5,deceptive,1
0,-1.03,4,1,0.0,,0.0011645415033854079,0.5,deceptive,1
0,-1.0,1,1,0.0,,0.0012083750043530017,0.5,deceptive,1
0,-1.03,4,1,0.0,,0.0013577502468251623,0.5,deceptive,1
0,-1.03,4,1,0.0,,0.0011814372483058833,0.5,deceptive,1
0,-1.02,3,1,0.0,,0.0011714446639719729,0.5,deceptive,1
0,-1.0,1,1,0.0,,0.00114900000335183,0.5,deceptive,1
0,-1.03,4,1,0.0,,0.001144478996138787,1.0,deceptive,1
0,-1.03,4,1,0.0,,0.0010992919924319722,1.0,deceptive,1
0,-1.03,4,1,0.0,,0.0010919272499450017,1.0,deceptive,1
0,-1.0,1,1,0.0,,0.001122583998949267,1.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011074897556682117,1.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011247920047026128,1.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011284582542430144,1.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011082707496825606,1.0,deceptive,1
0,-1.02,3,1,0.0,,0.001199638669883522,1.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011143750016344711,1.0,deceptive,1
0,-1.03,4,1,0.0,,0.001093208251404576,2.0,deceptive,1
0,-1.03,4,1,0.0,,0.001119489999837242,2.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011018647528544534,2.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011043749982491136,2.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011292814997432288,2.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011112500069430098,2.0,deceptive,1
0,-1.03,4,1,0.0,,0.0010884584989980794,2.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011067915002058726,2.0,deceptive,1
0,-1.02,3,1,0.0,,0.0011004999978467822,2.0,deceptive,1
0,-1.0,1,1,0.0,,0.001122333007515408,2.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011244894994888455,5.0,deceptive,1
0,-1.03,4,1,0.0,,0.0010983540014422033,5.0,deceptive,1
0,-1.03,4,1,0.0,,0.0010968017522827722,5.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011017499928129837,5.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011059270000259858,5.0,deceptive,1
0,-1.0,1,1,0.0,,0.0010965409892378375,5.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011408020000089891,5.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011056147486669943,5.0,deceptive,1
0,-1.02,3,1,0.0,,0.0011184863299907495,5.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011288750101812184,5.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011615000112215057,0.0,random_small,1
0,-1.0,1,1,0.0,,0.0012351670011412352,0.0,random_small,1
0,-1.0,1,1,0.0,,0.0011599170102272183,0.0,random_small,1
0,-1.0,1,1,0.0,,0.0011261250037932768,0.0,random_small,1
0,-1.0,1,1,0.0,,0.001135875005275011,0.0,random_small,1
0,-1.0,1,1,0.0,,0.0011369580024620518,0.0,random_small,1
0,-1.0,1,1,0.0,,0.0011432910105213523,0.0,random_small,1
0,-1.0,1,1,0.0,,0.0011986669996986166,0.0,random_small,1
0,-1.0,1,1,0.0,,0.0011504159920150414,0.0,random_small,1
0,-1.0,1,1,0.0,,0.0011519170075189322,0.0,random_small,1
0,-1.0,1,1,0.0,,0.0011882079998031259,0.1,random_small,1
0,-1.0,1,1,0.0,,0.0011003330000676215,0.1,random_small,1
0,-1.1,11,1,0.0,,0.0011294053653149274,0.1,random_small,1
0,-1.06,7,1,0.0,,0.0011207262868992984,0.1,random_small,1
1,0.89,12,0,0.0,4.0,0.0011267742532557652,0.1,random_small,1
1,0.91,10,0,0.0,2.0,0.00111993330065161,0.1,random_small,1
0,-1.0,1,1,0.0,,0.001134374993853271,0.1,random_small,1
0,-1.0,1,1,0.0,,0.0011285000073257834,0.1,random_small,1
0,-1.04,5,1,0.0,,0.0011294081952655688,0.1,random_small,1
0,-1.1199999999999999,13,1,0.0,,0.0011303525388939306,0.1,random_small,1
0,-1.0,1,1,0.0,,0.001131875003920868,0.5,random_small,1
0,-1.0,1,1,0.0,,0.0011127500038128346,0.5,random_small,1
0,-1.1,11,1,0.0,,0.0011396249981110238,0.5,random_small,1
0,-1.06,7,1,0.0,,0.001136779855836981,0.5,random_small,1
1,0.85,16,0,0.0,8.0,0.0011241874972256483,0.5,random_small,1
1,0.91,10,0,0.0,2.0,0.0011241084022913129,0.5,random_small,1
0,-1.0,1,1,0.0,,0.001109417004045099,0.5,random_small,1
0,-1.0,1,1,0.0,,0.0011680830066325143,0.5,random_small,1
0,-1.04,5,1,0.0,,0.0011232334043597802,0.5,random_small,1
1,0.91,10,0,0.0,2.0,0.0011136625980725512,0.5,random_small,1
0,-1.0,1,1,0.0,,0.0011047090083593503,1.0,random_small,1
0,-1.0,1,1,0.0,,0.0011670419917209074,1.0,random_small,1
0,-1.1,11,1,0.0,,0.0011626139074161817,1.0,random_small,1
0,-1.06,7,1,0.0,,0.0011344047109430125,1.0,random_small,1
1,0.85,16,0,0.0,8.0,0.001118710936680145,1.0,random_small,1
1,0.91,10,0,0.0,2.0,0.00111657090310473,1.0,random_small,1
0,-1.0,1,1,0.0,,0.0011033339978894219,1.0,random_small,1
0,-1.0,1,1,0.0,,0.0011278339952696115,1.0,random_small,1
0,-1.04,5,1,0.0,,0.0011269167967839166,1.0,random_small,1
1,0.91,10,0,0.0,2.0,0.0011218293017009272,1.0,random_small,1
0,-1.0,1,1,0.0,,0.0011117919930256903,2.0,random_small,1
0,-1.0,1,1,0.0,,0.0011197499989066273,2.0,random_small,1
0,-1.1,11,1,0.0,,0.0011053332736165348,2.0,random_small,1
0,-1.06,7,1,0.0,,0.0011211308530099423,2.0,random_small,1
1,0.85,16,0,0.0,8.0,0.0011284817510386347,2.0,random_small,1
1,0.91,10,0,0.0,2.0,0.0011098372997366823,2.0,random_small,1
0,-1.0,1,1,0.0,,0.0011031670001102611,2.0,random_small,1
0,-1.0,1,1,0.0,,0.0011141249997308478,2.0,random_small,1
0,-1.04,5,1,0.0,,0.0011148585996124893,2.0,random_small,1
1,0.91,10,0,0.0,2.0,0.0011103166019893252,2.0,random_small,1
0,-1.0,1,1,0.0,,0.0011306669912301004,5.0,random_small,1
0,-1.0,1,1,0.0,,0.001090208999812603,5.0,random_small,1
0,-1.1,11,1,0.0,,0.0014177350015167824,5.0,random_small,1
0,-1.06,7,1,0.0,,0.0012478272879629263,5.0,random_small,1
1,0.85,16,0,0.0,8.0,0.0012776147505064728,5.0,random_small,1
1,0.91,10,0,0.0,2.0,0.0011717916015186348,5.0,random_small,1
0,-1.0,1,1,0.0,,0.001165000008768402,5.0,random_small,1
0,-1.0,1,1,0.0,,0.0011612090020207688,5.0,random_small,1
0,-1.04,5,1,0.0,,0.0012349833967164158,5.0,random_small,1
1,0.91,10,0,0.0,2.0,0.0018400832006591373,5.0,random_small,1
0,-1.0,1,1,0.0,,0.006377249999786727,0.0,easy,2
0,-1.0,1,1,0.0,,0.0025745839957380667,0.0,easy,2
0,-1.0,1,1,0.0,,0.002771334009594284,0.0,easy,2
0,-1.0,1,1,0.0,,0.0016786249907454476,0.0,easy,2
0,-1.0,1,1,0.0,,0.0020238750003045425,0.0,easy,2
0,-1.0,1,1,0.0,,0.0013767909986199811,0.0,easy,2
0,-1.0,1,1,0.0,,0.0011902499973075464,0.0,easy,2
0,-1.0,1,1,0.0,,0.0012622079957509413,0.0,easy,2
0,-1.0,1,1,0.0,,0.0012127920053899288,0.0,easy,2
0,-1.0,1,1,0.0,,0.0011565829918254167,0.0,easy,2
1,0.84,17,0,0.0,12.0,0.0012237646476612153,0.1,easy,2
1,0.88,13,0,0.0,8.0,0.0011558879207139118,0.1,easy,2
0,-1.03,4,1,0.0,,0.0011487709998618811,0.1,easy,2
0,-1.0,1,1,0.0,,0.0011565839959075674,0.1,easy,2
0,-1.0,1,1,0.0,,0.0012729589943774045,0.1,easy,2
0,-1.04,5,1,0.0,,0.0011763081944081931,0.1,easy,2
0,-1.0,1,1,0.0,,0.001180999999633059,0.1,easy,2
1,0.9,11,0,0.0,6.0,0.0011615833659148352,0.1,easy,2
0,-1.02,3,1,0.0,,0.001341638669449215,0.1,easy,2
0,-1.02,3,1,0.0,,0.0012053749960614368,0.1,easy,2
0,-1.04,5,1,0.0,,0.0013890999980503693,0.5,easy,2
0,-1.03,4,1,0.0,,0.0011961772543145344,0.5,easy,2
0,-1.03,4,1,0.0,,0.0012184375009383075,0.5,easy,2
0,-1.0,1,1,0.0,,0.0011592499940888956,0.5,easy,2
0,-1.0,1,1,0.0,,0.0011492080084281042,0.5,easy,2
0,-1.04,5,1,0.0,,0.0011576747987419368,0.5,easy,2
0,-1.0,1,1,0.0,,0.0011831669980892912,0.5,easy,2
1,0.9,11,0,0.0,6.0,0.0011971931817242876,0.5,easy,2
0,-1.02,3,1,0.0,,0.0011853613395942375,0.5,easy,2
0,-1.02,3,1,0.0,,0.001213583333689409,0.5,easy,2
0,-1.04,5,1,0.0,,0.0011397083988413214,1.0,easy,2
0,-1.03,4,1,0.0,,0.0011620000004768372,1.0,easy,2
0,-1.03,4,1,0.0,,0.0011631037486949936,1.0,easy,2
0,-1.0,1,1,0.0,,0.0011906250001629815,1.0,easy,2
0,-1.0,1,1,0.0,,0.001169000010122545,1.0,easy,2
0,-1.04,5,1,0.0,,0.0011599251971347257,1.0,easy,2
0,-1.0,1,1,0.0,,0.0011831669980892912,1.0,easy,2
1,0.96,5,0,0.0,0.0,0.0012928002019179986,1.0,easy,2
0,-1.02,3,1,0.0,,0.0011341390005933742,1.0,easy,2
0,-1.02,3,1,0.0,,0.001133569666611341,1.0,easy,2
0,-1.04,5,1,0.0,,0.0011878584016812965,2.0,easy,2
0,-1.03,4,1,0.0,,0.0011926664919883478,2.0,easy,2
0,-1.03,4,1,0.0,,0.0011806670008809306,2.0,easy,2
0,-1.0,1,1,0.0,,0.0011489579919725657,2.0,easy,2
0,-1.0,1,1,0.0,,0.0012073329999111593,2.0,easy,2
0,-1.04,5,1,0.0,,0.001215241602039896,2.0,easy,2
0,-1.0,1,1,0.0,,0.001206166998599656,2.0,easy,2
1,0.96,5,0,0.0,0.0,0.0011643504025414587,2.0,easy,2
0,-1.02,3,1,0.0,,0.0011349443326859425,2.0,easy,2
0,-1.02,3,1,0.0,,0.0012742779993762572,2.0,easy,2
0,-1.04,5,1,0.0,,0.0011909667984582484,5.0,easy,2
0,-1.03,4,1,0.0,,0.0011651042477751616,5.0,easy,2
0,-1.03,4,1,0.0,,0.0012201977478980552,5.0,easy,2
0,-1.0,1,1,0.0,,0.0011869160080095753,5.0,easy,2
0,-1.0,1,1,0.0,,0.0011558330006664619,5.0,easy,2
0,-1.04,5,1,0.0,,0.0011672915978124365,5.0,easy,2
0,-1.0,1,1,0.0,,0.0013199170061852783,5.0,easy,2
1,0.96,5,0,0.0,0.0,0.0012561832030769438,5.0,easy,2
0,-1.02,3,1,0.0,,0.0011380553332855925,5.0,easy,2
0,-1.02,3,1,0.0,,0.0011984723290273298,5.0,easy,2
0,-1.0,1,1,0.0,,0.0015656659961678088,0.0,obstacle,2
0,-1.0,1,1,0.0,,0.0011764170048991218,0.0,obstacle,2
0,-1.0,1,1,0.0,,0.0011592090013436973,0.0,obstacle,2
0,-1.0,1,1,0.0,,0.0011117920075776055,0.0,obstacle,2
0,-1.0,1,1,0.0,,0.0011058750096708536,0.0,obstacle,2
0,-1.0,1,1,0.0,,0.001107916992623359,0.0,obstacle,2
0,-1.0,1,1,0.0,,0.001149834002717398,0.0,obstacle,2
0,-1.0,1,1,0.0,,0.0011996660032309592,0.0,obstacle,2
0,-1.0,1,1,0.0,,0.0011731659906217828,0.0,obstacle,2
0,-1.0,1,1,0.0,,0.001147916991612874,0.0,obstacle,2
0,-1.01,2,1,0.0,,0.0011935630027437583,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.001273472002746227,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0011939306665832798,0.1,obstacle,2
0,-1.0,1,1,0.0,,0.0011938750103581697,0.1,obstacle,2
0,-1.01,2,1,0.0,,0.0011505625006975606,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0011419580017294113,0.1,obstacle,2
0,-1.0,1,1,0.0,,0.0011483340058475733,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.0012390836733781423,0.1,obstacle,2
0,-1.02,3,1,0.0,,0.001146833329888371,0.1,obstacle,2
0,-1.04,5,1,0.0,,0.001156958402134478,0.1,obstacle,2
0,-1.01,2,1,0.0,,0.0012010624996037222,0.5,obstacle,2
0,-1.02,3,1,0.0,,0.0011850416631205007,0.5,obstacle,2
0,-1.02,3,1,0.0,,0.0011664306657621637,0.5,obstacle,2
0,-1.0,1,1,0.0,,0.0011378750059520826,0.5,obstacle,2
0,-1.01,2,1,0.0,,0.0011829580034827814,0.5,obstacle,2
0,-1.02,3,1,0.0,,0.0011458886632074912,0.5,obstacle,2
0,-1.0,1,1,0.0,,0.0012248749990249053,0.5,obstacle,2
0,-1.02,3,1,0.0,,0.0012180976676366602,0.5,obstacle,2
0,-1.02,3,1,0.0,,0.001176041672200275,0.5,obstacle,2
0,-1.04,5,1,0.0,,0.001142108198837377,0.5,obstacle,2
0,-1.01,2,1,0.0,,0.0011948749961447902,1.0,obstacle,2
0,-1.02,3,1,0.0,,0.001227694335587633,1.0,obstacle,2
0,-1.02,3,1,0.0,,0.001158791996810275,1.0,obstacle,2
0,-1.0,1,1,0.0,,0.0011787090043071657,1.0,obstacle,2
0,-1.01,2,1,0.0,,0.0012029584977426566,1.0,obstacle,2
0,-1.02,3,1,0.0,,0.0011365693353582174,1.0,obstacle,2
0,-1.0,1,1,0.0,,0.0011981660063611344,1.0,obstacle,2
0,-1.02,3,1,0.0,,0.0012350413405026,1.0,obstacle,2
0,-1.02,3,1,0.0,,0.0011763333313865587,1.0,obstacle,2
0,-1.04,5,1,0.0,,0.0011437918001320213,1.0,obstacle,2
0,-1.01,2,1,0.0,,0.0011857709978357889,2.0,obstacle,2
0,-1.02,3,1,0.0,,0.0012929169994701322,2.0,obstacle,2
0,-1.02,3,1,0.0,,0.001140097330790013,2.0,obstacle,2
0,-1.0,1,1,0.0,,0.0011654170084511861,2.0,obstacle,2
0,-1.01,2,1,0.0,,0.0011492084959172644,2.0,obstacle,2
0,-1.02,3,1,0.0,,0.0011614026637592663,2.0,obstacle,2
0,-1.0,1,1,0.0,,0.0012061659945175052,2.0,obstacle,2
0,-1.02,3,1,0.0,,0.0012865136668551713,2.0,obstacle,2
0,-1.02,3,1,0.0,,0.0011969166710817565,2.0,obstacle,2
0,-1.04,5,1,0.0,,0.0011531250056577846,2.0,obstacle,2
0,-1.01,2,1,0.0,,0.0011935414877370931,5.0,obstacle,2
0,-1.02,3,1,0.0,,0.001198096996328483,5.0,obstacle,2
0,-1.02,3,1,0.0,,0.0011638749953514587,5.0,obstacle,2
0,-1.0,1,1,0.0,,0.0011220829910598695,5.0,obstacle,2
0,-1.01,2,1,0.0,,0.0011373750021448359,5.0,obstacle,2
0,-1.02,3,1,0.0,,0.0011479306655625503,5.0,obstacle,2
0,-1.0,1,1,0.0,,0.001310167004703544,5.0,obstacle,2
0,-1.02,3,1,0.0,,0.0011890553335736815,5.0,obstacle,2
0,-1.02,3,1,0.0,,0.0011345279975406204,5.0,obstacle,2
0,-1.04,5,1,0.0,,0.0011326998006552457,5.0,obstacle,2
0,-1.0,1,1,0.0,,0.0013054170121904463,0.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011221250024391338,0.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011224999907426536,0.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011525840091053396,0.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011549170012585819,0.0,deceptive,2
0,-1.0,1,1,0.0,,0.001116499988711439,0.0,deceptive,2
0,-1.0,1,1,0.0,,0.001134917009039782,0.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011073750065406784,0.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011738750035874546,0.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011635000118985772,0.0,deceptive,2
0,-1.02,3,1,0.0,,0.001234597332465152,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.001131458247982664,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.001166729249234777,0.1,deceptive,2
0,-1.0,1,1,0.0,,0.0012064580078003928,0.1,deceptive,2
0,-1.02,3,1,0.0,,0.0011722360068233684,0.1,deceptive,2
0,-1.0,1,1,0.0,,0.001180250008474104,0.1,deceptive,2
0,-1.0,1,1,0.0,,0.0011755410087062046,0.1,deceptive,2
0,-1.03,4,1,0.0,,0.001139176751166815,0.1,deceptive,2
0,-1.05,6,1,0.0,,0.0011488401651149616,0.1,deceptive,2
0,-1.02,3,1,0.0,,0.0012003890005871654,0.1,deceptive,2
0,-1.02,3,1,0.0,,0.0012044583272654563,0.5,deceptive,2
0,-1.03,4,1,0.0,,0.001137437498982763,0.5,deceptive,2
0,-1.03,4,1,0.0,,0.001174802255263785,0.5,deceptive,2
0,-1.0,1,1,0.0,,0.0011477500083856285,0.5,deceptive,2
0,-1.02,3,1,0.0,,0.001126903002538408,0.5,deceptive,2
0,-1.0,1,1,0.0,,0.0012088330113328993,0.5,deceptive,2
0,-1.0,1,1,0.0,,0.0011712080013239756,0.5,deceptive,2
0,-1.03,4,1,0.0,,0.0011220417472941335,0.5,deceptive,2
0,-1.05,6,1,0.0,,0.0011655623311526142,0.5,deceptive,2
0,-1.02,3,1,0.0,,0.0011118330051734422,0.5,deceptive,2
0,-1.02,3,1,0.0,,0.0011783193234199036,1.0,deceptive,2
0,-1.03,4,1,0.0,,0.0011651040003926028,1.0,deceptive,2
0,-1.03,4,1,0.0,,0.0011330417510180268,1.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011365829996066168,1.0,deceptive,2
0,-1.02,3,1,0.0,,0.0011395276669645682,1.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011232090037083253,1.0,deceptive,2
0,-1.0,1,1,0.0,,0.001116208004532382,1.0,deceptive,2
0,-1.03,4,1,0.0,,0.0011717605011654086,1.0,deceptive,2
0,-1.05,6,1,0.0,,0.0011104929993355956,1.0,deceptive,2
0,-1.02,3,1,0.0,,0.0011425136666124065,1.0,deceptive,2
0,-1.02,3,1,0.0,,0.0011728746709801878,2.0,deceptive,2
0,-1.03,4,1,0.0,,0.0011513752506289165,2.0,deceptive,2
0,-1.03,4,1,0.0,,0.0011228647490497679,2.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011525830050231889,2.0,deceptive,2
0,-1.02,3,1,0.0,,0.0011152223305543885,2.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011614999966695905,2.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011647499923128635,2.0,deceptive,2
0,-1.03,4,1,0.0,,0.0011490102551761083,2.0,deceptive,2
0,-1.05,6,1,0.0,,0.0011179373323102482,2.0,deceptive,2
0,-1.02,3,1,0.0,,0.0011416113363035645,2.0,deceptive,2
0,-1.02,3,1,0.0,,0.0011886389984283596,5.0,deceptive,2
0,-1.03,4,1,0.0,,0.0011330102497595362,5.0,deceptive,2
0,-1.03,4,1,0.0,,0.0011225210000702646,5.0,deceptive,2
0,-1.0,1,1,0.0,,0.0011492500052554533,5.0,deceptive,2
0,-1.02,3,1,0.0,,0.0012816389983830352,5.0,deceptive,2
0,-1.0,1,1,0.0,,0.0012304159899940714,5.0,deceptive,2
0,-1.0,1,1,0.0,,0.001190333001432009,5.0,deceptive,2
0,-1.03,4,1,0.0,,0.0011371042564860545,5.0,deceptive,2
0,-1.05,6,1,0.0,,0.0011354861659735131,5.0,deceptive,2
0,-1.02,3,1,0.0,,0.0012600556704758976,5.0,deceptive,2
0,-1.0,1,1,0.0,,0.001204916014103219,0.0,random_small,2
0,-1.0,1,1,0.0,,0.001176208010292612,0.0,random_small,2
0,-1.0,1,1,0.0,,0.0011531669879332185,0.0,random_small,2
0,-1.0,1,1,0.0,,0.001147666000179015,0.0,random_small,2
0,-1.0,1,1,0.0,,0.0011687499936670065,0.0,random_small,2
0,-1.01,2,1,0.0,,0.0012972914992133155,0.0,random_small,2
0,-1.0,1,1,0.0,,0.0011959999974351376,0.0,random_small,2
0,-1.0,1,1,0.0,,0.001178500009700656,0.0,random_small,2
0,-1.0,1,1,0.0,,0.0011504169960971922,0.0,random_small,2
0,-1.0,1,1,0.0,,0.0011364579986548051,0.0,random_small,2
0,-1.18,19,1,0.0,,0.0011687325267733908,0.1,random_small,2
0,-1.0,1,1,0.0,,0.0011272080009803176,0.1,random_small,2
0,-1.0,1,1,0.0,,0.001237042000866495,0.1,random_small,2
0,-1.0,1,1,0.0,,0.0012942500034114346,0.1,random_small,2
0,-1.0,1,1,0.0,,0.0012032500089844689,0.1,random_small,2
1,0.87,14,0,0.0,6.0,0.001170252928984285,0.1,random_small,2
0,-1.0,1,1,0.0,,0.0011693749984260648,0.1,random_small,2
1,0.83,18,0,0.0,10.0,0.0011783540564162347,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0011735210009646835,0.1,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0011759530007111607,0.1,random_small,2
0,-1.18,19,1,0.0,,0.0011715131588157658,0.5,random_small,2
0,-1.0,1,1,0.0,,0.0014555419911630452,0.5,random_small,2
0,-1.0,1,1,0.0,,0.0013690420018974692,0.5,random_small,2
0,-1.0,1,1,0.0,,0.0011469169985502958,0.5,random_small,2
0,-1.0,1,1,0.0,,0.0011337089963490143,0.5,random_small,2
1,0.8099999999999999,20,0,0.0,12.0,0.0011897936514287722,0.5,random_small,2
0,-1.0,1,1,0.0,,0.0011846659908769652,0.5,random_small,2
1,0.83,18,0,0.0,10.0,0.0012005948875513342,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0011287967499811202,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0011820833715319168,0.5,random_small,2
0,-1.1099999999999999,12,1,0.0,,0.001170482416152178,1.0,random_small,2
0,-1.0,1,1,0.0,,0.001137166007538326,1.0,random_small,2
0,-1.0,1,1,0.0,,0.0011200419976375997,1.0,random_small,2
0,-1.0,1,1,0.0,,0.0011079999967478216,1.0,random_small,2
0,-1.0,1,1,0.0,,0.0011162089940626174,1.0,random_small,2
1,0.87,14,0,0.0,6.0,0.0011667024986568972,1.0,random_small,2
0,-1.0,1,1,0.0,,0.0011582500010263175,1.0,random_small,2
1,0.83,18,0,0.0,10.0,0.0011718680551793012,1.0,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0011935055008507334,1.0,random_small,2
0,-1.06,7,1,0.0,,0.0011740715667006693,1.0,random_small,2
0,-1.1099999999999999,12,1,0.0,,0.001157774330446652,2.0,random_small,2
0,-1.0,1,1,0.0,,0.0011883340048370883,2.0,random_small,2
0,-1.0,1,1,0.0,,0.0011562920117285103,2.0,random_small,2
0,-1.0,1,1,0.0,,0.0011608750064624473,2.0,random_small,2
0,-1.0,1,1,0.0,,0.0011421249946579337,2.0,random_small,2
1,0.87,14,0,0.0,6.0,0.0011788095715538865,2.0,random_small,2
0,-1.0,1,1,0.0,,0.0011357909970683977,2.0,random_small,2
1,0.83,18,0,0.0,10.0,0.0011611481653138374,2.0,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0011800573720393004,2.0,random_small,2
0,-1.06,7,1,0.0,,0.0011466308621623153,2.0,random_small,2
0,-1.1099999999999999,12,1,0.0,,0.0011644166709932808,5.0,random_small,2
0,-1.0,1,1,0.0,,0.0011412919993745163,5.0,random_small,2
0,-1.0,1,1,0.0,,0.0011437500070314854,5.0,random_small,2
0,-1.0,1,1,0.0,,0.0011342080106260255,5.0,random_small,2
0,-1.0,1,1,0.0,,0.0011396669870009646,5.0,random_small,2
1,0.87,14,0,0.0,6.0,0.0011530803572635964,5.0,random_small,2
0,-1.0,1,1,0.0,,0.0011367499973857775,5.0,random_small,2
1,0.83,18,0,0.0,10.0,0.0011877268334501423,5.0,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0011256404977757484,5.0,random_small,2
0,-1.06,7,1,0.0,,0.0011939284242024378,5.0,random_small,2
0,-1.0,1,1,0.0,,0.0012334999919403344,0.0,easy,3
0,-1.0,1,1,0.0,,0.0015024579915916547,0.0,easy,3
0,-1.0,1,1,0.0,,0.0012156250013504177,0.0,easy,3
0,-1.0,1,1,0.0,,0.0013085420068819076,0.0,easy,3
0,-1.0,1,1,0.0,,0.0011805839894805104,0.0,easy,3
0,-1.0,1,1,0.0,,0.001163292006822303,0.0,easy,3
0,-1.0,1,1,0.0,,0.0011776669998653233,0.0,easy,3
0,-1.07,8,1,0.0,,0.001132343622884946,0.0,easy,3
0,-1.01,2,1,0.0,,0.0012377084931358695,0.0,easy,3
0,-1.0,1,1,0.0,,0.0011785410024458542,0.0,easy,3
0,-1.0,1,1,0.0,,0.0011894579947693273,0.1,easy,3
1,0.94,7,0,0.0,2.0,0.0011659584270091727,0.1,easy,3
0,-1.06,7,1,0.0,,0.0011923511462685252,0.1,easy,3
0,-1.01,2,1,0.0,,0.0012563960044644773,0.1,easy,3
0,-1.04,5,1,0.0,,0.0011268418020335957,0.1,easy,3
1,0.92,9,0,0.0,4.0,0.0011603564457295255,0.1,easy,3
0,-1.03,4,1,0.0,,0.0012264687502465677,0.1,easy,3
1,0.86,15,0,0.0,10.0,0.0012226637976709754,0.1,easy,3
0,-1.01,2,1,0.0,,0.001395354003761895,0.1,easy,3
0,-1.02,3,1,0.0,,0.0012557776644825935,0.1,easy,3
0,-1.0,1,1,0.0,,0.0011649579973891377,0.5,easy,3
1,0.94,7,0,0.0,2.0,0.0012689644312818668,0.5,easy,3
0,-1.06,7,1,0.0,,0.0011538807177982693,0.5,easy,3
0,-1.01,2,1,0.0,,0.0011334375012665987,0.5,easy,3
0,-1.04,5,1,0.0,,0.0011885750020155684,0.5,easy,3
1,0.92,9,0,0.0,4.0,0.0011700693333599095,0.5,easy,3
0,-1.03,4,1,0.0,,0.0011943957506446168,0.5,easy,3
0,-1.07,8,1,0.0,,0.0012062242494721431,0.5,easy,3
0,-1.01,2,1,0.0,,0.0011641665041679516,0.5,easy,3
0,-1.02,3,1,0.0,,0.0012065696694965784,0.5,easy,3
0,-1.0,1,1,0.0,,0.0018357499939156696,1.0,easy,3
1,0.94,7,0,0.0,2.0,0.001155059429168302,1.0,easy,3
0,-1.06,7,1,0.0,,0.001263625142330836,1.0,easy,3
0,-1.01,2,1,0.0,,0.0011384379977243952,1.0,easy,3
0,-1.04,5,1,0.0,,0.0011236998019739986,1.0,easy,3
1,0.96,5,0,0.0,0.0,0.0011749750003218651,1.0,easy,3
