success,total_return,path_length,collision,repeated_failure_rate,optimality_gap,inference_time_per_action,K,lambda_F,Map,Seed
0,-1.1199999999999999,13,1,1.0,,0.00172974351936808,30,0.5,deceptive,1
0,-1.03,4,1,0.0,,0.001920302223879844,40,0.5,deceptive,1
0,-1.06,7,1,0.125,,0.0019526606691735132,40,0.5,deceptive,1
0,-1.02,3,1,1.0,,0.002048847343151768,40,0.5,deceptive,1
0,-1.03,4,1,1.0,,0.0020504581625573337,40,0.5,deceptive,1
0,-1.06,7,1,1.0,,0.0019890599152339356,40,0.5,deceptive,1
0,-1.05,6,1,1.0,,0.001939687489842375,40,0.5,deceptive,1
0,-1.09,10,1,1.0,,0.0019312833901494741,40,0.5,deceptive,1
0,-1.05,6,1,1.0,,0.0019884168092782297,40,0.5,deceptive,1
0,-1.08,9,1,1.0,,0.002010055533092883,40,0.5,deceptive,1
0,-1.08,9,1,1.0,,0.002020087765736712,40,0.5,deceptive,1
1,0.89,12,0,0.0,4.0,0.001281347416806966,5,0.5,random_small,1
0,-1.0,1,1,0.0,,0.001258166041225195,5,0.5,random_small,1
0,-1.02,3,1,0.25,,0.001268221919114391,5,0.5,random_small,1
1,0.91,10,0,0.18181818181818182,2.0,0.0012533710338175296,5,0.5,random_small,1
1,0.91,10,0,0.18181818181818182,2.0,0.0012504291022196411,5,0.5,random_small,1
1,0.9299999999999999,8,0,0.3333333333333333,0.0,0.0012554633431136608,5,0.5,random_small,1
0,-1.0,1,1,1.0,,0.0012464579194784164,5,0.5,random_small,1
0,-1.06,7,1,0.25,,0.001254434763853039,5,0.5,random_small,1
0,-1.14,15,1,0.3125,,0.0012488610576838256,5,0.5,random_small,1
0,-1.0,1,1,1.0,,0.0013591658789664507,5,0.5,random_small,1
0,-1.0,1,1,0.0,,0.0014696249272674322,10,0.5,random_small,1
1,0.9299999999999999,8,0,0.1111111111111111,0.0,0.0014137135876808316,10,0.5,random_small,1
0,-1.1199999999999999,13,1,0.07142857142857142,,0.001387278943394239,10,0.5,random_small,1
1,0.8099999999999999,20,0,0.7619047619047619,12.0,0.0013726290897466242,10,0.5,random_small,1
1,0.9299999999999999,8,0,0.6666666666666666,0.0,0.0013661037664860487,10,0.5,random_small,1
0,-1.06,7,1,0.75,,0.0013678570810173238,10,0.5,random_small,1
0,-1.04,5,1,0.6666666666666666,,0.0013902082107961177,10,0.5,random_small,1
1,0.7899999999999999,22,0,0.8260869565217391,14.0,0.0013986137081784282,10,0.5,random_small,1
1,0.91,10,0,0.7272727272727273,2.0,0.0013606668217107654,10,0.5,random_small,1
1,0.87,14,0,0.8,6.0,0.0013624315948358604,10,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0015524842601735145,20,0.5,random_small,1
1,0.91,10,0,0.0,2.0,0.001581275020726025,20,0.5,random_small,1
1,0.91,10,0,0.0,2.0,0.0015578290447592735,20,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0015388021129183471,20,0.5,random_small,1
1,0.89,12,0,0.0,4.0,0.0015381354411753516,20,0.5,random_small,1
1,0.83,18,0,0.0,10.0,0.0015508425422012806,20,0.5,random_small,1
1,0.91,10,0,0.0,2.0,0.0015862707048654556,20,0.5,random_small,1
0,-1.06,7,1,0.0,,0.0015245181441839253,20,0.5,random_small,1
1,0.83,18,0,0.2631578947368421,10.0,0.001563238212838769,20,0.5,random_small,1
1,0.89,12,0,0.46153846153846156,4.0,0.0015716874622739851,20,0.5,random_small,1
1,0.91,10,0,0.0,2.0,0.0017812625272199511,30,0.5,random_small,1
1,0.87,14,0,0.0,6.0,0.0017539879939119732,30,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0017662604805082083,30,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0017278699378948659,30,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0017401200311724097,30,0.5,random_small,1
1,0.89,12,0,0.0,4.0,0.0017639721627347171,30,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0017399686330463737,30,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0017183696036227047,30,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.001722010230878368,30,0.5,random_small,1
1,0.91,10,0,0.0,2.0,0.0017141374060884117,30,0.5,random_small,1
1,0.89,12,0,0.0,4.0,0.0019668438471853733,40,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0019570313743315637,40,0.5,random_small,1
1,0.91,10,0,0.0,2.0,0.0019955542869865895,40,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0019784948672167957,40,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.001965562638361007,40,0.5,random_small,1
1,0.9299999999999999,8,0,0.0,0.0,0.0019592238240875304,40,0.5,random_small,1
1,0.89,12,0,0.0,4.0,0.0019457326270639896,40,0.5,random_small,1
1,0.91,10,0,0.0,2.0,0.002007108274847269,40,0.5,random_small,1
1,0.89,12,0,0.0,4.0,0.0019843230062785247,40,0.5,random_small,1
1,0.91,10,0,0.0,2.0,0.0019656832795590163,40,0.5,random_small,1
0,-1.0,1,1,0.0,,0.001413209130987525,5,0.5,easy,2
0,-1.03,4,1,0.2,,0.001380728732328862,5,0.5,easy,2
1,0.94,7,0,0.375,2.0,0.00131725609701659,5,0.5,easy,2
0,-1.0,1,1,1.0,,0.0012245001271367073,5,0.5,easy,2
1,0.9,11,0,0.5,6.0,0.0012262045744467866,5,0.5,easy,2
1,0.84,17,0,0.2777777777777778,12.0,0.0012778993285096744,5,0.5,easy,2
0,-1.01,2,1,1.0,,0.0012519379379227757,5,0.5,easy,2
1,0.84,17,0,0.05555555555555555,12.0,0.0013150712749099031,5,0.5,easy,2
0,-1.03,4,1,0.2,,0.00131197867449373,5,0.5,easy,2
0,-1.03,4,1,0.8,,0.0013764378381893039,5,0.5,easy,2
0,-1.0,1,1,0.0,,0.001374957850202918,10,0.5,easy,2
1,0.92,9,0,0.1,4.0,0.0014182730940067107,10,0.5,easy,2
1,0.88,13,0,0.21428571428571427,8.0,0.0013424232602119446,10,0.5,easy,2
1,0.88,13,0,0.07142857142857142,8.0,0.0014037564038657225,10,0.5,easy,2
1,0.94,7,0,0.125,2.0,0.0014114407157259329,10,0.5,easy,2
0,-1.01,2,1,0.3333333333333333,,0.0013746459735557437,10,0.5,easy,2
1,0.88,13,0,0.2857142857142857,8.0,0.0013881795144138427,10,0.5,easy,2
1,0.88,13,0,0.07142857142857142,8.0,0.0013641376728908373,10,0.5,easy,2
0,-1.05,6,1,0.5714285714285714,,0.0013271250063553452,10,0.5,easy,2
1,0.92,9,0,0.2,4.0,0.0014232683978560898,10,0.5,easy,2
1,0.9,11,0,0.0,6.0,0.0015476099003783681,20,0.5,easy,2
1,0.96,5,0,0.0,0.0,0.001602983195334673,20,0.5,easy,2
1,0.92,9,0,0.0,4.0,0.0016065971770634253,20,0.5,easy,2
1,0.92,9,0,0.0,4.0,0.0015426618564460012,20,0.5,easy,2
1,0.96,5,0,0.0,0.0,0.0016157666221261024,20,0.5,easy,2
1,0.94,7,0,0.0,2.0,0.001577065625627126,20,0.5,easy,2
1,0.94,7,0,0.0,2.0,0.0015443510242870875,20,0.5,easy,2
1,0.96,5,0,0.0,0.0,0.0016091332305222749,20,0.5,easy,2
1,0.94,7,0,0.0,2.0,0.001553999725729227,20,0.5,easy,2
1,0.92,9,0,0.0,4.0,0.0015887730858392185,20,0.5,easy,2
1,0.96,5,0,0.0,0.0,0.001781166158616543,30,0.5,easy,2
1,0.88,13,0,0.0,8.0,0.0017453783478301305,30,0.5,easy,2
1,0.92,9,0,0.0,4.0,0.0017837778044243653,30,0.5,easy,2
1,0.92,9,0,0.0,4.0,0.0017519442933715051,30,0.5,easy,2
1,0.92,9,0,0.0,4.0,0.0017791343335476187,30,0.5,easy,2
1,0.94,7,0,0.0,2.0,0.0017218931378530605,30,0.5,easy,2
1,0.96,5,0,0.0,0.0,0.0017363584134727716,30,0.5,easy,2
1,0.94,7,0,0.0,2.0,0.0017729109884904964,30,0.5,easy,2
1,0.92,9,0,0.0,4.0,0.001730907139264875,30,0.5,easy,2
1,0.94,7,0,0.0,2.0,0.0017853809986263514,30,0.5,easy,2
1,0.9,11,0,0.0,6.0,0.001988625090399926,40,0.5,easy,2
1,0.94,7,0,0.0,2.0,0.001951166894286871,40,0.5,easy,2
1,0.86,15,0,0.0,10.0,0.0019875360652804376,40,0.5,easy,2
1,0.94,7,0,0.0,2.0,0.0019945833565933363,40,0.5,easy,2
1,0.86,15,0,0.0,10.0,0.0019644305109977724,40,0.5,easy,2
1,0.92,9,0,0.0,4.0,0.0020024350637363065,40,0.5,easy,2
1,0.94,7,0,0.0,2.0,0.001974898822871702,40,0.5,easy,2
1,0.88,13,0,0.0,8.0,0.0019804101902991533,40,0.5,easy,2
1,0.92,9,0,0.0,4.0,0.001968407408437795,40,0.5,easy,2
1,0.94,7,0,0.0,2.0,0.0020035711183611837,40,0.5,easy,2
0,-1.0,1,1,0.0,,0.0013871670234948397,5,0.5,obstacle,2
0,-1.01,2,1,0.3333333333333333,,0.0013766669435426593,5,0.5,obstacle,2
0,-1.02,3,1,0.5,,0.0013903053477406502,5,0.5,obstacle,2
0,-1.0,1,1,1.0,,0.0013455001171678305,5,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.0012391040800139308,5,0.5,obstacle,2
0,-1.01,2,1,0.3333333333333333,,0.001249958062544465,5,0.5,obstacle,2
0,-1.02,3,1,1.0,,0.0012479998792211215,5,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.0012521876487880945,5,0.5,obstacle,2
0,-1.04,5,1,0.3333333333333333,,0.0012372832279652357,5,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.001237812452018261,5,0.5,obstacle,2
0,-1.0,1,1,0.0,,0.0013429168611764908,10,0.5,obstacle,2
0,-1.02,3,1,0.25,,0.0013523612481852372,10,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.0013433954445645213,10,0.5,obstacle,2
0,-1.01,2,1,0.3333333333333333,,0.0013356665149331093,10,0.5,obstacle,2
0,-1.05,6,1,0.42857142857142855,,0.0013300002319738269,10,0.5,obstacle,2
0,-1.03,4,1,1.0,,0.00133612472563982,10,0.5,obstacle,2
0,-1.02,3,1,1.0,,0.00133359688334167,10,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.0013251039199531078,10,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.001347750541754067,10,0.5,obstacle,2
0,-1.02,3,1,0.5,,0.0013930000520000856,10,0.5,obstacle,2
0,-1.04,5,1,0.0,,0.001573483133688569,20,0.5,obstacle,2
0,-1.07,8,1,0.3333333333333333,,0.0015988490195013583,20,0.5,obstacle,2
1,0.92,9,0,0.5,0.0,0.0015573148201737138,20,0.5,obstacle,2
0,-1.04,5,1,1.0,,0.0015241998247802258,20,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.0015361250843852758,20,0.5,obstacle,2
1,0.9,11,0,0.4166666666666667,2.0,0.0015554582827131856,20,0.5,obstacle,2
0,-1.03,4,1,0.8,,0.0016214892966672778,20,0.5,obstacle,2
0,-1.07,8,1,0.3333333333333333,,0.0015302813844755292,20,0.5,obstacle,2
1,0.92,9,0,0.5,0.0,0.0015281900349590513,20,0.5,obstacle,2
0,-1.02,3,1,1.0,,0.00166002808449169,20,0.5,obstacle,2
0,-1.02,3,1,0.0,,0.0017407780202726524,30,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.0017624164465814829,30,0.5,obstacle,2
0,-1.01,2,1,0.3333333333333333,,0.0017909164307639003,30,0.5,obstacle,2
0,-1.03,4,1,0.6,,0.001789010246284306,30,0.5,obstacle,2
1,0.9,11,0,0.5,2.0,0.0017641782337291675,30,0.5,obstacle,2
1,0.9,11,0,0.3333333333333333,2.0,0.001783871091902256,30,0.5,obstacle,2
1,0.9,11,0,0.5,2.0,0.0017425113103606484,30,0.5,obstacle,2
1,0.92,9,0,0.4,0.0,0.0017881944723841217,30,0.5,obstacle,2
0,-1.02,3,1,1.0,,0.001822499946380655,30,0.5,obstacle,2
1,0.92,9,0,0.4,0.0,0.001783902860350079,30,0.5,obstacle,2
0,-1.08,9,1,0.0,,0.0019287821940249866,40,0.5,obstacle,2
0,-1.03,4,1,0.8,,0.0019962916849181056,40,0.5,obstacle,2
1,0.86,15,0,0.25,6.0,0.002011725182334582,40,0.5,obstacle,2
0,-1.02,3,1,1.0,,0.001989986359452208,40,0.5,obstacle,2
1,0.9,11,0,0.25,2.0,0.0019975908058272166,40,0.5,obstacle,2
1,0.92,9,0,0.5,0.0,0.002014014119696286,40,0.5,obstacle,2
1,0.88,13,0,0.35714285714285715,4.0,0.001985621656506107,40,0.5,obstacle,2
1,0.92,9,0,0.5,0.0,0.001995555539098051,40,0.5,obstacle,2
0,-1.01,2,1,1.0,,0.001961500500328839,40,0.5,obstacle,2
1,0.92,9,0,0.5,0.0,0.001987676058585445,40,0.5,obstacle,2
0,-1.0,1,1,0.0,,0.0013986669946461916,5,0.5,deceptive,2
0,-1.03,4,1,0.2,,0.0013823228073306382,5,0.5,deceptive,2
0,-1.02,3,1,1.0,,0.0013791943589846294,5,0.5,deceptive,2
0,-1.0,1,1,1.0,,0.001368582947179675,5,0.5,deceptive,2
0,-1.01,2,1,1.0,,0.001241771038621664,5,0.5,deceptive,2
0,-1.05,6,1,1.0,,0.0013291253320251901,5,0.5,deceptive,2
0,-1.01,2,1,1.0,,0.0012498539872467518,5,0.5,deceptive,2
0,-1.05,6,1,0.14285714285714285,,0.0012259304445857804,5,0.5,deceptive,2
0,-1.01,2,1,1.0,,0.0013217704836279154,5,0.5,deceptive,2
0,-1.03,4,1,1.0,,0.0012984687346033752,5,0.5,deceptive,2
0,-1.05,6,1,0.0,,0.0013088746539627512,10,0.5,deceptive,2
0,-1.04,5,1,0.6666666666666666,,0.0013496167957782745,10,0.5,deceptive,2
0,-1.02,3,1,1.0,,0.0013227779418230057,10,0.5,deceptive,2
0,-1.03,4,1,1.0,,0.0013236769009381533,10,0.5,deceptive,2
0,-1.05,6,1,0.7142857142857143,,0.0014349304838106036,10,0.5,deceptive,2
0,-1.01,2,1,1.0,,0.0014222294557839632,10,0.5,deceptive,2
0,-1.01,2,1,1.0,,0.0013720834394916892,10,0.5,deceptive,2
0,-1.06,7,1,0.625,,0.0013881546245621784,10,0.5,deceptive,2
0,-1.01,2,1,1.0,,0.0013346041087061167,10,0.5,deceptive,2
0,-1.02,3,1,1.0,,0.0013297499778370063,10,0.5,deceptive,2
0,-1.03,4,1,0.0,,0.001590604311786592,20,0.5,deceptive,2
0,-1.01,2,1,0.3333333333333333,,0.0015916879056021571,20,0.5,deceptive,2
0,-1.04,5,1,0.6666666666666666,,0.0015838749706745148,20,0.5,deceptive,2
0,-1.05,6,1,0.7142857142857143,,0.0015956736945857604,20,0.5,deceptive,2
0,-1.07,8,1,1.0,,0.001584567769896239,20,0.5,deceptive,2
0,-1.04,5,1,1.0,,0.0015444747637957334,20,0.5,deceptive,2
0,-1.2,21,1,0.6818181818181818,,0.0015571071278481256,20,0.5,deceptive,2
0,-1.09,10,1,0.6363636363636364,,0.001595695805735886,20,0.5,deceptive,2
0,-1.03,4,1,1.0,,0.0016268542385660112,20,0.5,deceptive,2
0,-1.04,5,1,1.0,,0.0016112666577100753,20,0.5,deceptive,2
0,-1.03,4,1,0.0,,0.001757854304742068,30,0.5,deceptive,2
0,-1.04,5,1,0.6666666666666666,,0.001799317030236125,30,0.5,deceptive,2
0,-1.01,2,1,0.3333333333333333,,0.0017516243970021605,30,0.5,deceptive,2
0,-1.02,3,1,1.0,,0.0018586385995149612,30,0.5,deceptive,2
0,-1.05,6,1,0.7142857142857143,,0.0017292915532986324,30,0.5,deceptive,2
0,-1.04,5,1,0.3333333333333333,,0.00179732502438128,30,0.5,deceptive,2
0,-1.07,8,1,1.0,,0.0017787655524443835,30,0.5,deceptive,2
0,-1.17,18,1,1.0,,0.0017670601244188016,30,0.5,deceptive,2
0,-1.05,6,1,1.0,,0.0017185485533749063,30,0.5,deceptive,2
0,-1.01,2,1,1.0,,0.0017672914545983076,30,0.5,deceptive,2
0,-1.03,4,1,0.0,,0.001911250059492886,40,0.5,deceptive,2
0,-1.04,5,1,0.6666666666666666,,0.0020620500203222037,40,0.5,deceptive,2
0,-1.07,8,1,0.6666666666666666,,0.0019992812594864517,40,0.5,deceptive,2
0,-1.1,11,1,0.8333333333333334,,0.0019815074364570055,40,0.5,deceptive,2
0,-1.33,34,1,0.6571428571428571,,0.0019981839817346018,40,0.5,deceptive,2
0,-1.09,10,1,1.0,,0.001993054198101163,40,0.5,deceptive,2
0,-1.03,4,1,1.0,,0.0019800732261501253,40,0.5,deceptive,2
0,-1.06,7,1,1.0,,0.001960011831085597,40,0.5,deceptive,2
0,-1.08,9,1,1.0,,0.0019759953332444033,40,0.5,deceptive,2
0,-1.13,14,1,1.0,,0.0019405536752726351,40,0.5,deceptive,2
1,0.91,10,0,0.0,2.0,0.0012224207632243634,5,0.5,random_small,2
0,-1.0,1,1,0.0,,0.0013579998631030321,5,0.5,random_small,2
0,-1.05,6,1,0.14285714285714285,,0.0013318125468989213,5,0.5,random_small,2
0,-1.0,1,1,1.0,,0.0012408329639583826,5,0.5,random_small,2
1,0.9299999999999999,8,0,0.3333333333333333,0.0,0.0012876042746938765,5,0.5,random_small,2
0,-1.06,7,1,0.625,,0.0012208334436374052,5,0.5,random_small,2
0,-1.0,1,1,1.0,,0.0012159999459981918,5,0.5,random_small,2
1,0.87,14,0,0.6,6.0,0.0012809881175469076,5,0.5,random_small,2
1,0.89,12,0,0.46153846153846156,4.0,0.001266173494514078,5,0.5,random_small,2
0,-1.04,5,1,0.6666666666666666,,0.0012481499928981067,5,0.5,random_small,2
1,0.91,10,0,0.0,2.0,0.0013557163067162037,10,0.5,random_small,2
0,-1.0,1,1,0.0,,0.0014327079989016056,10,0.5,random_small,2
1,0.89,12,0,0.07692307692307693,4.0,0.0013727847447929282,10,0.5,random_small,2
1,0.9299999999999999,8,0,0.1111111111111111,0.0,0.001338474015938118,10,0.5,random_small,2
1,0.9299999999999999,8,0,0.1111111111111111,0.0,0.0014019687369000167,10,0.5,random_small,2
1,0.91,10,0,0.09090909090909091,2.0,0.0014593666419386864,10,0.5,random_small,2
1,0.9299999999999999,8,0,0.1111111111111111,0.0,0.001384448172757402,10,0.5,random_small,2
1,0.85,16,0,0.058823529411764705,8.0,0.0013856302539352328,10,0.5,random_small,2
1,0.7699999999999999,24,0,0.04,16.0,0.0013752986657588433,10,0.5,random_small,2
1,0.91,10,0,0.09090909090909091,2.0,0.0013846793910488487,10,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0015810052282176912,20,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0015612392162438482,20,0.5,random_small,2
1,0.89,12,0,0.0,4.0,0.001600465349232157,20,0.5,random_small,2
1,0.89,12,0,0.0,4.0,0.0015729965137628217,20,0.5,random_small,2
1,0.85,16,0,0.0,8.0,0.0015694713656557724,20,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0015563853667117655,20,0.5,random_small,2
1,0.91,10,0,0.0,2.0,0.0015449375146999954,20,0.5,random_small,2
1,0.89,12,0,0.0,4.0,0.0015568019783434768,20,0.5,random_small,2
1,0.89,12,0,0.0,4.0,0.0015552571664253871,20,0.5,random_small,2
1,0.87,14,0,0.0,6.0,0.001553580381109246,20,0.5,random_small,2
1,0.91,10,0,0.0,2.0,0.0017394335009157658,30,0.5,random_small,2
1,0.85,16,0,0.0,8.0,0.0017356926837237552,30,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.001739291474223137,30,0.5,random_small,2
1,0.83,18,0,0.0,10.0,0.0017640603085358937,30,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0017220936133526266,30,0.5,random_small,2
1,0.85,16,0,0.0,8.0,0.0017510336911072955,30,0.5,random_small,2
1,0.91,10,0,0.0,2.0,0.0017582668922841548,30,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0017329949187114835,30,0.5,random_small,2
1,0.89,12,0,0.0,4.0,0.0017645660360964637,30,0.5,random_small,2
1,0.85,16,0,0.0,8.0,0.0017652993701631203,30,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0020047811267431825,40,0.5,random_small,2
1,0.91,10,0,0.0,2.0,0.0020326793659478427,40,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0020051042083650827,40,0.5,random_small,2
1,0.91,10,0,0.0,2.0,0.0019914166303351523,40,0.5,random_small,2
1,0.89,12,0,0.0,4.0,0.001974885390760998,40,0.5,random_small,2
1,0.91,10,0,0.0,2.0,0.0019664250547066333,40,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.001982974004931748,40,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.001965228992048651,40,0.5,random_small,2
1,0.9299999999999999,8,0,0.0,0.0,0.0019513956794980913,40,0.5,random_small,2
1,0.87,14,0,0.0,6.0,0.0020082113831969245,40,0.5,random_small,2
